shelf_id,batch_code,item_category,item_subcategory,standard_batch_size,received_date,expiry_date,batch_quantity_total,batch_quantity_store,batch_quantity_warehouse,location
BEVWAT49,B-5075,BEVERAGES,Water,48,2025-11-26,2027-10-06,48,0,48,warehouse
BEVWAT50,B-2777,BEVERAGES,Water,30,2025-11-22,2027-02-24,30,0,30,warehouse
BEVWAT50,B-4205,BEVERAGES,Water,30,2025-11-24,2027-09-14,30,0,30,warehouse
BEVWAT50,B-7856,BEVERAGES,Water,30,2025-11-24,2028-04-02,30,0,30,warehouse
BEVWAT51,B-4069,BEVERAGES,Water,18,2025-11-25,2027-02-21,18,0,18,warehouse
BEVWAT52,B-6093,BEVERAGES,Water,30,2025-11-26,2026-12-19,30,0,30,warehouse
BEVWAT53,B-4947,BEVERAGES,Water,18,2025-11-24,2027-03-07,18,0,18,warehouse
BEVWAT53,B-4078,BEVERAGES,Water,18,2025-11-23,2027-11-14,18,0,18,warehouse
BEVWAT53,B-6522,BEVERAGES,Water,18,2025-11-26,2027-07-10,18,0,18,warehouse
BEVFRU1,B-8352,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-23,2027-08-23,60,0,60,warehouse
BEVFRU1,B-1196,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-25,2027-10-19,60,0,60,warehouse
BEVFRU1,B-8313,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-24,2027-06-15,60,0,60,warehouse
BEVFRU2,B-1368,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-05-04,18,0,18,warehouse
BEVFRU3,B-2491,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2027-03-31,18,0,18,warehouse
BEVFRU4,B-5734,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-06-21,48,0,48,warehouse
BEVFRU5,B-3202,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-09-05,18,0,18,warehouse
BEVFRU5,B-7175,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-07-19,18,0,18,warehouse
BEVFRU6,B-2987,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-23,2026-12-10,18,0,18,warehouse
BEVFRU6,B-1814,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2027-06-09,18,0,18,warehouse
BEVFRU7,B-3569,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-25,2027-03-06,24,0,24,warehouse
BEVFRU8,B-5018,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-25,2027-03-22,42,0,42,warehouse
BEVFRU9,B-9933,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-10-17,30,0,30,warehouse
BEVFRU9,B-3599,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2028-02-18,30,0,30,warehouse
BEVFRU10,B-1137,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-25,2027-08-24,36,0,36,warehouse
BEVFRU10,B-5726,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-26,2027-03-14,36,0,36,warehouse
BEVFRU11,B-5607,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-23,2027-08-15,60,0,60,warehouse
BEVFRU11,B-1656,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-26,2028-02-28,60,0,60,warehouse
BEVFRU12,B-4462,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2026-12-20,30,0,30,warehouse
BEVFRU12,B-4024,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-04-29,30,0,30,warehouse
BEVFRU13,B-4743,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-24,2026-12-27,42,0,42,warehouse
BEVFRU14,B-1749,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-23,2027-02-05,48,0,48,warehouse
BEVFRU14,B-7279,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-25,2027-09-04,48,0,48,warehouse
BEVFRU14,B-5122,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2027-07-29,48,0,48,warehouse
BEVFRU15,B-6171,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-23,2027-02-17,18,0,18,warehouse
BEVFRU15,B-3059,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-07-13,18,0,18,warehouse
BEVFRU16,B-5698,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-01-19,48,0,48,warehouse
BEVFRU16,B-2127,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-25,2027-08-12,48,0,48,warehouse
BEVFRU17,B-2524,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-23,2027-02-24,36,0,36,warehouse
BEVFRU17,B-2166,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-08-24,36,0,36,warehouse
BEVFRU18,B-9856,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2027-07-08,30,0,30,warehouse
BEVFRU19,B-7333,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-04-27,30,0,30,warehouse
BEVFRU19,B-7698,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-03-17,30,0,30,warehouse
BEVFRU20,B-3468,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-26,2027-02-21,36,0,36,warehouse
BEVFRU21,B-5874,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-23,2027-02-02,60,0,60,warehouse
BEVFRU21,B-3878,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-24,2028-03-02,60,0,60,warehouse
BEVFRU22,B-4976,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2026-12-17,30,0,30,warehouse
BEVFRU22,B-1810,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2028-01-25,30,0,30,warehouse
BEVFRU23,B-6546,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-22,2027-03-30,24,0,24,warehouse
BEVFRU23,B-5689,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-23,2027-09-11,24,0,24,warehouse
BEVFRU23,B-9089,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-25,2028-01-26,24,0,24,warehouse
BEVFRU24,B-1663,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-26,2027-10-15,24,0,24,warehouse
BEVFRU25,B-1732,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-25,2027-04-28,24,0,24,warehouse
BEVFRU25,B-9373,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-25,2027-12-24,24,0,24,warehouse
BEVFRU26,B-2703,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-26,2027-03-01,36,0,36,warehouse
BEVFRU27,B-6301,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-22,2027-10-29,48,0,48,warehouse
BEVFRU27,B-8018,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-23,2027-06-28,48,0,48,warehouse
BEVFRU27,B-5958,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2028-01-26,48,0,48,warehouse
BEVFRU28,B-6667,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2027-09-19,30,0,30,warehouse
BEVFRU28,B-3010,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-09-05,30,0,30,warehouse
BEVFRU28,B-9855,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2028-05-13,30,0,30,warehouse
BEVFRU29,B-9456,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2027-10-19,30,0,30,warehouse
BEVFRU30,B-6654,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-08-06,30,0,30,warehouse
BEVFRU31,B-1609,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-11-02,18,0,18,warehouse
BEVFRU31,B-9741,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2027-07-06,18,0,18,warehouse
BEVFRU32,B-5294,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-08-11,18,0,18,warehouse
BEVFRU33,B-6328,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-25,2027-04-16,36,0,36,warehouse
BEVFRU33,B-1354,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-25,2027-07-09,36,0,36,warehouse
BEVFRU34,B-9154,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2027-09-26,48,0,48,warehouse
BEVFRU35,B-4118,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-23,2027-05-20,42,0,42,warehouse
BEVFRU35,B-4718,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-26,2027-05-04,42,0,42,warehouse
BEVFRU36,B-9358,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-26,2027-10-24,24,0,24,warehouse
BEVFRU37,B-6418,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-24,2027-01-07,42,0,42,warehouse
BEVFRU37,B-2126,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-24,2027-12-15,42,0,42,warehouse
BEVFRU38,B-4572,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-02-19,36,0,36,warehouse
BEVFRU38,B-6969,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-09-18,36,0,36,warehouse
BEVFRU39,B-2047,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2026-11-28,36,0,36,warehouse
BEVFRU40,B-3730,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-25,2027-04-22,60,0,60,warehouse
BEVFRU40,B-6876,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-25,2028-02-18,60,0,60,warehouse
BEVFRU41,B-4854,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-03-07,18,0,18,warehouse
BEVFRU41,B-3090,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2027-09-24,18,0,18,warehouse
BEVFRU42,B-3198,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2027-01-04,30,0,30,warehouse
BEVFRU42,B-6376,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2027-04-18,30,0,30,warehouse
BEVFRU43,B-5203,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-25,2027-03-08,48,0,48,warehouse
BEVFRU43,B-8736,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-25,2028-01-28,48,0,48,warehouse
BEVFRU44,B-5692,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-23,2027-03-26,42,0,42,warehouse
BEVFRU44,B-1754,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-24,2027-05-10,42,0,42,warehouse
BEVFRU44,B-4801,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-24,2028-03-06,42,0,42,warehouse
BEVFRU45,B-2265,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-07-19,30,0,30,warehouse
BEVFRU46,B-9467,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-05-09,48,0,48,warehouse
BEVFRU46,B-9369,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-25,2028-02-20,48,0,48,warehouse
BEVFRU47,B-9522,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-22,2027-05-03,18,0,18,warehouse
BEVFRU47,B-8437,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-04-15,18,0,18,warehouse
BEVFRU47,B-7620,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-12-04,18,0,18,warehouse
BEVFRU48,B-8039,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2027-02-25,30,0,30,warehouse
BEVFRU48,B-6664,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2027-06-02,30,0,30,warehouse
BEVFRU48,B-5184,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-10-28,30,0,30,warehouse
BEVFRU49,B-6766,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-23,2027-02-15,18,0,18,warehouse
BEVFRU49,B-3678,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2028-02-12,18,0,18,warehouse
BEVFRU50,B-9226,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-10-09,36,0,36,warehouse
BEVFRU51,B-5430,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-23,2027-05-15,42,0,42,warehouse
BEVFRU51,B-7515,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-26,2027-05-23,42,0,42,warehouse
BEVFRU52,B-6652,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-05-12,18,0,18,warehouse
BEVFRU53,B-5250,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-23,2027-04-11,18,0,18,warehouse
BEVFRU53,B-2767,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-12-03,18,0,18,warehouse
BEVFRU54,B-1199,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2026-12-21,30,0,30,warehouse
BEVFRU54,B-2063,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2027-08-25,30,0,30,warehouse
BEVFRU54,B-7079,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2028-03-11,30,0,30,warehouse
BEVFRU55,B-5381,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-24,2027-03-26,60,0,60,warehouse
BEVFRU55,B-3792,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-24,2027-08-22,60,0,60,warehouse
BEVFRU56,B-1527,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-25,2026-11-27,60,0,60,warehouse
BEVFRU56,B-7838,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-24,2027-10-12,60,0,60,warehouse
BEVFRU57,B-1627,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-24,2026-12-18,24,0,24,warehouse
BEVFRU58,B-7041,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2027-02-02,48,0,48,warehouse
BEVFRU59,B-9799,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-25,2027-01-16,48,0,48,warehouse
BEVFRU59,B-3193,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2027-04-29,48,0,48,warehouse
BEVCOL1,B-1297,BEVERAGES,Cola Soft Drinks,60,2025-11-23,2027-09-04,60,0,60,warehouse
BEVCOL1,B-4293,BEVERAGES,Cola Soft Drinks,60,2025-11-25,2027-09-16,60,0,60,warehouse
BEVCOL1,B-6157,BEVERAGES,Cola Soft Drinks,60,2025-11-26,2027-10-29,60,0,60,warehouse
BEVCOL2,B-9973,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-02-03,60,0,60,warehouse
BEVCOL2,B-4684,BEVERAGES,Cola Soft Drinks,60,2025-11-25,2027-03-07,60,0,60,warehouse
BEVCOL2,B-4284,BEVERAGES,Cola Soft Drinks,60,2025-11-25,2027-10-27,60,0,60,warehouse
BEVCOL3,B-9332,BEVERAGES,Cola Soft Drinks,24,2025-11-22,2027-02-16,24,0,24,warehouse
BEVCOL3,B-2831,BEVERAGES,Cola Soft Drinks,24,2025-11-24,2028-01-01,24,0,24,warehouse
BEVCOL3,B-6515,BEVERAGES,Cola Soft Drinks,24,2025-11-25,2027-09-09,24,0,24,warehouse
BEVCOL4,B-1930,BEVERAGES,Cola Soft Drinks,18,2025-11-24,2027-10-14,18,0,18,warehouse
BEVCOL4,B-2020,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2027-11-01,18,0,18,warehouse
BEVCOL4,B-3953,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2028-02-26,18,0,18,warehouse
BEVCOL5,B-7935,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-08-27,60,0,60,warehouse
BEVCOL6,B-5196,BEVERAGES,Cola Soft Drinks,24,2025-11-24,2027-06-02,24,0,24,warehouse
BEVCOL6,B-6484,BEVERAGES,Cola Soft Drinks,24,2025-11-23,2028-02-26,24,0,24,warehouse
BEVCOL6,B-4476,BEVERAGES,Cola Soft Drinks,24,2025-11-24,2027-09-30,24,0,24,warehouse
BEVCOL7,B-1046,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2027-11-12,42,0,42,warehouse
BEVCOL7,B-4912,BEVERAGES,Cola Soft Drinks,42,2025-11-24,2028-01-08,42,0,42,warehouse
BEVCOL8,B-2613,BEVERAGES,Cola Soft Drinks,18,2025-11-26,2027-07-17,18,0,18,warehouse
BEVCOL9,B-9145,BEVERAGES,Cola Soft Drinks,18,2025-11-23,2027-06-30,18,0,18,warehouse
BEVCOL9,B-3691,BEVERAGES,Cola Soft Drinks,18,2025-11-24,2027-06-26,18,0,18,warehouse
BEVCOL9,B-3345,BEVERAGES,Cola Soft Drinks,18,2025-11-26,2027-09-05,18,0,18,warehouse
BEVCOL10,B-1055,BEVERAGES,Cola Soft Drinks,48,2025-11-24,2027-06-01,48,0,48,warehouse
BEVCOL11,B-8561,BEVERAGES,Cola Soft Drinks,60,2025-11-23,2027-02-02,60,0,60,warehouse
BEVCOL11,B-2667,BEVERAGES,Cola Soft Drinks,60,2025-11-23,2027-05-02,60,0,60,warehouse
BEVCOL11,B-6258,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2028-01-18,60,0,60,warehouse
BEVCOL12,B-1843,BEVERAGES,Cola Soft Drinks,60,2025-11-23,2026-11-28,60,0,60,warehouse
BEVCOL12,B-4511,BEVERAGES,Cola Soft Drinks,60,2025-11-26,2027-03-17,60,0,60,warehouse
BEVCOL13,B-2119,BEVERAGES,Cola Soft Drinks,18,2025-11-23,2027-01-17,18,0,18,warehouse
BEVCOL13,B-7034,BEVERAGES,Cola Soft Drinks,18,2025-11-24,2027-10-23,18,0,18,warehouse
