shelf_id,batch_code,item_category,item_subcategory,standard_batch_size,received_date,expiry_date,batch_quantity_total,batch_quantity_store,batch_quantity_warehouse,location
BEVWAT35,B-9920,BEVERAGES,Water,30,2025-11-25,2027-07-27,18,18,0,in-store
BEVWAT36,B-1473,BEVERAGES,Water,30,2025-11-23,2027-08-09,30,30,0,in-store
BEVWAT36,B-6683,BEVERAGES,Water,30,2025-11-25,2027-08-25,19,19,0,in-store
BEVWAT37,B-8404,BEVERAGES,Water,60,2025-11-25,2026-12-14,43,43,0,in-store
BEVWAT38,B-4878,BEVERAGES,Water,60,2025-11-24,2027-05-15,55,55,0,in-store
BEVWAT39,B-6678,BEVERAGES,Water,42,2025-11-26,2027-11-24,42,42,0,in-store
BEVWAT40,B-1675,BEVERAGES,Water,60,2025-11-25,2027-02-07,48,48,0,in-store
BEVWAT41,B-4399,BEVERAGES,Water,36,2025-11-24,2027-06-11,31,31,0,in-store
BEVWAT42,B-4592,BEVERAGES,Water,42,2025-11-25,2027-04-22,39,39,0,in-store
BEVWAT43,B-2490,BEVERAGES,Water,42,2025-11-25,2027-08-05,40,40,0,in-store
BEVWAT44,B-5200,BEVERAGES,Water,36,2025-11-24,2027-07-30,36,36,0,in-store
BEVWAT44,B-2280,BEVERAGES,Water,36,2025-11-25,2027-10-25,14,14,0,in-store
BEVWAT45,B-5854,BEVERAGES,Water,48,2025-11-24,2027-02-14,36,36,0,in-store
BEVWAT46,B-9303,BEVERAGES,Water,36,2025-11-25,2027-11-23,36,36,0,in-store
BEVWAT47,B-9061,BEVERAGES,Water,36,2025-11-26,2026-12-18,34,34,0,in-store
BEVWAT48,B-5752,BEVERAGES,Water,60,2025-11-25,2027-10-06,55,55,0,in-store
BEVWAT49,B-2617,BEVERAGES,Water,48,2025-11-25,2026-12-14,43,43,0,in-store
BEVWAT50,B-6654,BEVERAGES,Water,30,2025-11-23,2027-01-10,30,30,0,in-store
BEVWAT50,B-4371,BEVERAGES,Water,30,2025-11-25,2028-03-04,7,7,0,in-store
BEVWAT51,B-2372,BEVERAGES,Water,18,2025-11-23,2027-08-17,18,18,0,in-store
BEVWAT51,B-3237,BEVERAGES,Water,18,2025-11-24,2027-09-08,18,18,0,in-store
BEVWAT51,B-5468,BEVERAGES,Water,18,2025-11-26,2028-02-08,1,1,0,in-store
BEVWAT52,B-4975,BEVERAGES,Water,30,2025-11-26,2027-04-01,26,26,0,in-store
BEVWAT53,B-2526,BEVERAGES,Water,18,2025-11-23,2027-03-16,18,18,0,in-store
BEVWAT53,B-2036,BEVERAGES,Water,18,2025-11-25,2027-12-31,12,12,0,in-store
BEVFRU1,B-3230,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-25,2026-12-06,52,52,0,in-store
BEVFRU2,B-8941,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2026-12-14,14,14,0,in-store
BEVFRU3,B-2329,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2026-12-04,15,15,0,in-store
BEVFRU4,B-6541,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-25,2027-02-05,47,47,0,in-store
BEVFRU5,B-1823,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-10-13,18,18,0,in-store
BEVFRU5,B-3115,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-04-10,8,8,0,in-store
BEVFRU6,B-1944,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2026-11-26,18,18,0,in-store
BEVFRU6,B-4119,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-09-18,12,12,0,in-store
BEVFRU7,B-5795,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-25,2027-11-15,21,21,0,in-store
BEVFRU8,B-1368,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-25,2027-03-19,31,31,0,in-store
BEVFRU9,B-8344,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2027-05-13,30,30,0,in-store
BEVFRU9,B-7315,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2027-09-13,4,4,0,in-store
BEVFRU10,B-1111,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2026-12-13,30,30,0,in-store
BEVFRU11,B-2392,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-25,2027-01-04,58,58,0,in-store
BEVFRU12,B-1340,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-05-18,28,28,0,in-store
BEVFRU13,B-9019,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-25,2027-09-23,30,30,0,in-store
BEVFRU14,B-4306,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-05-07,46,46,0,in-store
BEVFRU15,B-7308,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-23,2027-02-04,18,18,0,in-store
BEVFRU15,B-7524,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-03-06,8,8,0,in-store
BEVFRU16,B-4519,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-05-28,45,45,0,in-store
BEVFRU17,B-8549,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-25,2026-12-03,27,27,0,in-store
BEVFRU18,B-5093,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-05-29,30,30,0,in-store
BEVFRU18,B-2403,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2027-04-08,11,11,0,in-store
BEVFRU19,B-3710,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-04-22,22,22,0,in-store
BEVFRU20,B-6670,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-01-31,30,30,0,in-store
BEVFRU21,B-4602,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-24,2027-05-09,58,58,0,in-store
BEVFRU22,B-5096,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-08-23,30,30,0,in-store
BEVFRU22,B-2279,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2027-12-17,6,6,0,in-store
BEVFRU23,B-1049,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-24,2027-05-18,24,24,0,in-store
BEVFRU23,B-8210,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-26,2027-03-25,7,7,0,in-store
BEVFRU24,B-1065,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-24,2026-11-30,17,17,0,in-store
BEVFRU25,B-1187,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-26,2027-08-03,24,24,0,in-store
BEVFRU26,B-3888,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-05-27,32,32,0,in-store
BEVFRU27,B-8579,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-08-02,36,36,0,in-store
BEVFRU28,B-4852,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-02-12,25,25,0,in-store
BEVFRU29,B-1617,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-01-09,30,30,0,in-store
BEVFRU29,B-1792,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-26,2027-11-11,12,12,0,in-store
BEVFRU30,B-3444,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-07-10,30,30,0,in-store
BEVFRU30,B-2350,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-12-05,2,2,0,in-store
BEVFRU31,B-3275,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-08-23,15,15,0,in-store
BEVFRU32,B-2917,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-23,2027-03-12,18,18,0,in-store
BEVFRU32,B-1608,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-07-19,13,13,0,in-store
BEVFRU33,B-8066,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-08-09,36,36,0,in-store
BEVFRU33,B-5779,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2028-02-10,9,9,0,in-store
BEVFRU34,B-3479,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2027-10-17,38,38,0,in-store
BEVFRU35,B-3816,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-24,2027-01-03,35,35,0,in-store
BEVFRU36,B-2474,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-24,2027-08-31,24,24,0,in-store
BEVFRU36,B-8471,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-25,2027-06-28,1,1,0,in-store
BEVFRU37,B-8740,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-26,2027-02-24,36,36,0,in-store
BEVFRU38,B-7026,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-24,2027-03-08,34,34,0,in-store
BEVFRU39,B-8306,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-25,2027-04-17,26,26,0,in-store
BEVFRU40,B-2232,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-26,2027-09-24,46,46,0,in-store
BEVFRU41,B-5414,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-02-20,18,18,0,in-store
BEVFRU41,B-5728,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-12-07,7,7,0,in-store
BEVFRU42,B-8645,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-07-28,24,24,0,in-store
BEVFRU43,B-6045,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-04-14,45,45,0,in-store
BEVFRU44,B-5214,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-24,2027-07-23,30,30,0,in-store
BEVFRU45,B-1162,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-23,2027-02-17,30,30,0,in-store
BEVFRU45,B-1030,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-07-25,3,3,0,in-store
BEVFRU46,B-3175,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-24,2027-10-17,37,37,0,in-store
BEVFRU47,B-1847,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-08-19,18,18,0,in-store
BEVFRU47,B-1508,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2027-12-10,10,10,0,in-store
BEVFRU48,B-8977,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-25,2027-07-16,30,30,0,in-store
BEVFRU48,B-8775,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-10-28,4,4,0,in-store
BEVFRU49,B-1468,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-01-15,18,18,0,in-store
BEVFRU49,B-8320,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-05-06,3,3,0,in-store
BEVFRU50,B-9169,BEVERAGES,Fruit-based Soft Drinks,36,2025-11-25,2027-07-07,30,30,0,in-store
BEVFRU51,B-6676,BEVERAGES,Fruit-based Soft Drinks,42,2025-11-25,2027-05-10,37,37,0,in-store
BEVFRU52,B-1095,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2027-06-21,18,18,0,in-store
BEVFRU52,B-5436,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-26,2027-12-05,11,11,0,in-store
BEVFRU53,B-7681,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-25,2027-06-20,18,18,0,in-store
BEVFRU53,B-6055,BEVERAGES,Fruit-based Soft Drinks,18,2025-11-24,2028-02-18,5,5,0,in-store
BEVFRU54,B-7010,BEVERAGES,Fruit-based Soft Drinks,30,2025-11-24,2027-04-15,23,23,0,in-store
BEVFRU55,B-3809,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-24,2027-03-03,51,51,0,in-store
BEVFRU56,B-7035,BEVERAGES,Fruit-based Soft Drinks,60,2025-11-25,2027-11-24,59,59,0,in-store
BEVFRU57,B-7128,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-25,2027-01-03,24,24,0,in-store
BEVFRU57,B-5060,BEVERAGES,Fruit-based Soft Drinks,24,2025-11-24,2027-10-09,16,16,0,in-store
BEVFRU58,B-5931,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2027-07-20,46,46,0,in-store
BEVFRU59,B-4808,BEVERAGES,Fruit-based Soft Drinks,48,2025-11-26,2027-11-03,40,40,0,in-store
BEVCOL1,B-3713,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-04-18,45,45,0,in-store
BEVCOL2,B-7118,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-08-11,47,47,0,in-store
BEVCOL3,B-2414,BEVERAGES,Cola Soft Drinks,24,2025-11-25,2027-02-15,24,24,0,in-store
BEVCOL3,B-5055,BEVERAGES,Cola Soft Drinks,24,2025-11-26,2027-06-01,2,2,0,in-store
BEVCOL4,B-4817,BEVERAGES,Cola Soft Drinks,18,2025-11-26,2026-11-29,15,15,0,in-store
BEVCOL5,B-6325,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-07-09,53,53,0,in-store
BEVCOL6,B-6900,BEVERAGES,Cola Soft Drinks,24,2025-11-25,2027-03-07,21,21,0,in-store
BEVCOL7,B-3603,BEVERAGES,Cola Soft Drinks,42,2025-11-24,2027-04-24,39,39,0,in-store
BEVCOL8,B-5619,BEVERAGES,Cola Soft Drinks,18,2025-11-24,2026-12-25,13,13,0,in-store
BEVCOL9,B-8367,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2026-12-09,18,18,0,in-store
BEVCOL9,B-2654,BEVERAGES,Cola Soft Drinks,18,2025-11-24,2027-03-29,18,18,0,in-store
BEVCOL10,B-1241,BEVERAGES,Cola Soft Drinks,48,2025-11-24,2027-02-11,46,46,0,in-store
BEVCOL11,B-4069,BEVERAGES,Cola Soft Drinks,60,2025-11-26,2027-06-16,48,48,0,in-store
BEVCOL12,B-5305,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-09-15,47,47,0,in-store
BEVCOL13,B-4073,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2027-08-28,18,18,0,in-store
BEVCOL13,B-3601,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2027-10-20,12,12,0,in-store
BEVCOL14,B-9577,BEVERAGES,Cola Soft Drinks,42,2025-11-26,2027-06-26,29,29,0,in-store
BEVCOL15,B-6085,BEVERAGES,Cola Soft Drinks,48,2025-11-24,2026-11-28,35,35,0,in-store
BEVCOL16,B-1389,BEVERAGES,Cola Soft Drinks,48,2025-11-26,2027-03-07,44,44,0,in-store
BEVCOL17,B-4792,BEVERAGES,Cola Soft Drinks,36,2025-11-24,2027-06-15,34,34,0,in-store
BEVCOL18,B-6712,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2027-10-20,38,38,0,in-store
BEVCOL19,B-1113,BEVERAGES,Cola Soft Drinks,42,2025-11-24,2027-07-27,41,41,0,in-store
BEVCOL20,B-6159,BEVERAGES,Cola Soft Drinks,42,2025-11-26,2027-01-31,33,33,0,in-store
BEVCOL21,B-1410,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-07-04,47,47,0,in-store
BEVCOL22,B-6684,BEVERAGES,Cola Soft Drinks,36,2025-11-24,2027-09-16,25,25,0,in-store
BEVCOL23,B-1066,BEVERAGES,Cola Soft Drinks,36,2025-11-26,2027-09-17,32,32,0,in-store
BEVCOL24,B-9532,BEVERAGES,Cola Soft Drinks,18,2025-11-24,2027-05-06,18,18,0,in-store
BEVCOL24,B-1955,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2028-01-21,7,7,0,in-store
BEVCOL25,B-3010,BEVERAGES,Cola Soft Drinks,36,2025-11-25,2027-06-22,34,34,0,in-store
BEVCOL26,B-7819,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2027-04-03,39,39,0,in-store
BEVCOL27,B-1368,BEVERAGES,Cola Soft Drinks,60,2025-11-25,2027-11-13,44,44,0,in-store
BEVCOL28,B-9273,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2027-07-10,41,41,0,in-store
BEVCOL29,B-1002,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2027-05-08,18,18,0,in-store
BEVCOL29,B-4727,BEVERAGES,Cola Soft Drinks,18,2025-11-25,2027-08-24,18,18,0,in-store
BEVCOL30,B-9457,BEVERAGES,Cola Soft Drinks,48,2025-11-24,2027-08-04,47,47,0,in-store
BEVCOL31,B-3840,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2027-05-14,42,42,0,in-store
BEVCOL31,B-3475,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2027-10-18,1,1,0,in-store
BEVCOL32,B-6997,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2026-12-03,40,40,0,in-store
BEVCOL33,B-7707,BEVERAGES,Cola Soft Drinks,42,2025-11-24,2027-08-09,34,34,0,in-store
BEVCOL34,B-3291,BEVERAGES,Cola Soft Drinks,30,2025-11-24,2027-03-07,26,26,0,in-store
BEVCOL35,B-5398,BEVERAGES,Cola Soft Drinks,30,2025-11-23,2027-10-24,30,30,0,in-store
BEVCOL35,B-9238,BEVERAGES,Cola Soft Drinks,30,2025-11-24,2028-02-07,7,7,0,in-store
BEVCOL36,B-3564,BEVERAGES,Cola Soft Drinks,42,2025-11-25,2027-03-22,38,38,0,in-store
BEVCOL37,B-1755,BEVERAGES,Cola Soft Drinks,60,2025-11-24,2027-08-06,56,56,0,in-store
BEVICE1,B-7179,BEVERAGES,Iced Tea,48,2025-11-26,2027-05-17,39,39,0,in-store
BEVICE2,B-2790,BEVERAGES,Iced Tea,24,2025-11-24,2027-05-17,21,21,0,in-store
BEVICE3,B-8736,BEVERAGES,Iced Tea,60,2025-11-26,2027-10-11,57,57,0,in-store
BEVICE4,B-4843,BEVERAGES,Iced Tea,48,2025-11-26,2027-01-30,37,37,0,in-store
BEVICE5,B-4675,BEVERAGES,Iced Tea,24,2025-11-25,2027-03-29,24,24,0,in-store
BEVICE5,B-1231,BEVERAGES,Iced Tea,24,2025-11-25,2027-12-04,15,15,0,in-store
BEVICE6,B-5586,BEVERAGES,Iced Tea,24,2025-11-26,2027-02-03,19,19,0,in-store
BEVICE7,B-3133,BEVERAGES,Iced Tea,24,2025-11-24,2027-05-19,20,20,0,in-store
BEVICE8,B-2690,BEVERAGES,Iced Tea,18,2025-11-25,2027-08-05,17,17,0,in-store
BEVICE9,B-3203,BEVERAGES,Iced Tea,36,2025-11-24,2027-06-13,32,32,0,in-store
BEVICE10,B-8882,BEVERAGES,Iced Tea,60,2025-11-25,2027-07-28,43,43,0,in-store
BEVICE11,B-2351,BEVERAGES,Iced Tea,30,2025-11-26,2027-10-25,24,24,0,in-store
BEVICE12,B-2429,BEVERAGES,Iced Tea,24,2025-11-25,2027-05-16,24,24,0,in-store
BEVICE12,B-6817,BEVERAGES,Iced Tea,24,2025-11-25,2028-01-28,7,7,0,in-store
BEVICE13,B-2359,BEVERAGES,Iced Tea,18,2025-11-24,2027-11-22,13,13,0,in-store
BEVICE14,B-8432,BEVERAGES,Iced Tea,42,2025-11-26,2027-07-25,29,29,0,in-store
BEVICE15,B-1099,BEVERAGES,Iced Tea,18,2025-11-23,2027-06-08,18,18,0,in-store
BEVICE15,B-4049,BEVERAGES,Iced Tea,18,2025-11-23,2027-04-26,18,18,0,in-store
BEVICE15,B-1255,BEVERAGES,Iced Tea,18,2025-11-26,2027-08-27,1,1,0,in-store
BEVICE16,B-4007,BEVERAGES,Iced Tea,36,2025-11-26,2027-06-22,34,34,0,in-store
BEVICE17,B-8946,BEVERAGES,Iced Tea,60,2025-11-25,2027-04-17,45,45,0,in-store
BEVICE18,B-6112,BEVERAGES,Iced Tea,30,2025-11-24,2027-07-25,26,26,0,in-store
BEVICE19,B-3177,BEVERAGES,Iced Tea,18,2025-11-24,2027-06-09,18,18,0,in-store
BEVICE19,B-5590,BEVERAGES,Iced Tea,18,2025-11-24,2027-04-19,5,5,0,in-store
BEVICE20,B-4850,BEVERAGES,Iced Tea,24,2025-11-25,2027-10-08,18,18,0,in-store
BEVICE21,B-8501,BEVERAGES,Iced Tea,24,2025-11-25,2027-05-01,24,24,0,in-store
BEVICE21,B-7952,BEVERAGES,Iced Tea,24,2025-11-25,2027-09-03,3,3,0,in-store
BEVICE22,B-8562,BEVERAGES,Iced Tea,36,2025-11-26,2027-01-05,33,33,0,in-store
BEVICE23,B-6381,BEVERAGES,Iced Tea,42,2025-11-26,2027-09-09,32,32,0,in-store
BEVICE24,B-3053,BEVERAGES,Iced Tea,36,2025-11-26,2027-07-27,35,35,0,in-store
BEVICE25,B-1944,BEVERAGES,Iced Tea,18,2025-11-23,2027-01-11,18,18,0,in-store
BEVICE25,B-9353,BEVERAGES,Iced Tea,18,2025-11-24,2027-05-11,9,9,0,in-store
BEVICE26,B-1774,BEVERAGES,Iced Tea,18,2025-11-25,2027-09-18,18,18,0,in-store
BEVICE26,B-5044,BEVERAGES,Iced Tea,18,2025-11-24,2027-05-01,8,8,0,in-store
BEVICE27,B-3980,BEVERAGES,Iced Tea,18,2025-11-24,2026-12-29,18,18,0,in-store
BEVICE27,B-7395,BEVERAGES,Iced Tea,18,2025-11-24,2027-12-29,17,17,0,in-store
BEVICE28,B-4388,BEVERAGES,Iced Tea,24,2025-11-24,2027-05-10,23,23,0,in-store
BEVICE29,B-1571,BEVERAGES,Iced Tea,60,2025-11-26,2027-04-06,42,42,0,in-store
BEVICE30,B-4927,BEVERAGES,Iced Tea,36,2025-11-25,2027-06-18,26,26,0,in-store
BEVICE31,B-3665,BEVERAGES,Iced Tea,60,2025-11-26,2027-11-08,44,44,0,in-store
BEVENE1,B-7074,BEVERAGES,Energy Drinks,48,2025-11-25,2027-05-28,42,42,0,in-store
BEVENE2,B-1215,BEVERAGES,Energy Drinks,36,2025-11-24,2026-12-02,28,28,0,in-store
BEVENE3,B-2369,BEVERAGES,Energy Drinks,30,2025-11-25,2027-11-01,29,29,0,in-store
BEVENE4,B-4059,BEVERAGES,Energy Drinks,36,2025-11-26,2027-09-07,25,25,0,in-store
BEVENE5,B-6538,BEVERAGES,Energy Drinks,36,2025-11-24,2027-03-31,33,33,0,in-store
BEVENE6,B-5566,BEVERAGES,Energy Drinks,48,2025-11-24,2027-06-03,35,35,0,in-store
BEVENE7,B-8826,BEVERAGES,Energy Drinks,30,2025-11-25,2027-11-25,21,21,0,in-store
BEVENE8,B-4322,BEVERAGES,Energy Drinks,42,2025-11-25,2027-09-27,32,32,0,in-store
BEVENE9,B-9940,BEVERAGES,Energy Drinks,18,2025-11-25,2027-10-30,17,17,0,in-store
