shelf_id,batch_code,item_category,item_subcategory,received_date,expiry_date,batch_quantity_total,batch_quantity_store,batch_quantity_warehouse,location,time_stamp
BEVWAT29,B-6881,BEVERAGES,Water,2025-08-20,2027-01-28,2,2,0,in-store,2025-08-25 16:10:36
BEVWAT29,B-5229,BEVERAGES,Water,2025-08-23,2027-11-19,37,37,0,in-store,2025-08-25 16:10:36
BEVWAT30,B-3031,BEVERAGES,Water,2025-08-24,2027-08-23,21,21,0,in-store,2025-08-25 16:10:36
BEVWAT31,B-9032,BEVERAGES,Water,2025-08-24,2026-09-12,43,43,0,in-store,2025-08-25 16:10:36
BEVWAT32,B-4707,BEVERAGES,Water,2025-08-25,2026-11-26,39,39,0,in-store,2025-08-25 16:10:36
BEVWAT33,B-1149,BEVERAGES,Water,2025-08-21,2027-04-12,39,39,0,in-store,2025-08-25 16:10:36
BEVWAT33,B-8662,BEVERAGES,Water,2025-08-23,2028-01-27,6,6,0,in-store,2025-08-25 16:10:36
BEVWAT34,B-1539,BEVERAGES,Water,2025-08-24,2026-12-08,39,39,0,in-store,2025-08-25 16:10:36
BEVWAT35,B-9666,BEVERAGES,Water,2025-08-24,2026-09-01,29,29,0,in-store,2025-08-25 16:10:36
BEVWAT36,B-3618,BEVERAGES,Water,2025-08-25,2027-01-24,36,36,0,in-store,2025-08-25 16:10:36
BEVWAT37,B-8893,BEVERAGES,Water,2025-08-25,2027-07-17,20,20,0,in-store,2025-08-25 16:10:36
BEVWAT38,B-4488,BEVERAGES,Water,2025-08-25,2026-12-11,43,43,0,in-store,2025-08-25 16:10:36
BEVWAT39,B-6794,BEVERAGES,Water,2025-08-24,2027-03-03,28,28,0,in-store,2025-08-25 16:10:36
BEVWAT40,B-3331,BEVERAGES,Water,2025-08-25,2027-01-09,30,30,0,in-store,2025-08-25 16:10:36
BEVWAT41,B-2586,BEVERAGES,Water,2025-08-25,2027-03-01,39,39,0,in-store,2025-08-25 16:10:36
BEVWAT42,B-7588,BEVERAGES,Water,2025-08-25,2027-04-14,30,30,0,in-store,2025-08-25 16:10:36
BEVWAT43,B-1803,BEVERAGES,Water,2025-08-23,2027-01-13,50,50,0,in-store,2025-08-25 16:10:36
BEVWAT44,B-9489,BEVERAGES,Water,2025-08-25,2026-09-27,27,27,0,in-store,2025-08-25 16:10:36
BEVWAT45,B-5638,BEVERAGES,Water,2025-08-19,2026-12-16,10,10,0,in-store,2025-08-25 16:10:36
BEVWAT45,B-4971,BEVERAGES,Water,2025-08-24,2027-11-26,15,15,0,in-store,2025-08-25 16:10:36
BEVWAT46,B-4648,BEVERAGES,Water,2025-08-19,2026-09-17,6,6,0,in-store,2025-08-25 16:10:36
BEVWAT46,B-1420,BEVERAGES,Water,2025-08-24,2028-03-29,43,43,0,in-store,2025-08-25 16:10:36
BEVWAT47,B-1314,BEVERAGES,Water,2025-08-24,2027-05-27,28,28,0,in-store,2025-08-25 16:10:36
BEVWAT48,B-6370,BEVERAGES,Water,2025-08-25,2027-07-30,34,34,0,in-store,2025-08-25 16:10:36
BEVWAT49,B-1099,BEVERAGES,Water,2025-08-23,2026-10-21,40,40,0,in-store,2025-08-25 16:10:36
BEVWAT50,B-4452,BEVERAGES,Water,2025-08-24,2027-04-26,35,35,0,in-store,2025-08-25 16:10:36
BEVWAT51,B-5389,BEVERAGES,Water,2025-08-24,2027-05-19,28,28,0,in-store,2025-08-25 16:10:36
BEVWAT52,B-4239,BEVERAGES,Water,2025-08-25,2027-08-05,33,33,0,in-store,2025-08-25 16:10:36
BEVWAT53,B-2039,BEVERAGES,Water,2025-08-20,2026-11-21,12,12,0,in-store,2025-08-25 16:10:36
BEVWAT53,B-9087,BEVERAGES,Water,2025-08-23,2028-01-25,45,45,0,in-store,2025-08-25 16:10:36
BEVFRU1,B-1298,BEVERAGES,Fruit-based Soft Drinks,2025-08-19,2027-01-28,13,13,0,in-store,2025-08-25 16:10:36
BEVFRU1,B-9891,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2028-07-08,20,20,0,in-store,2025-08-25 16:10:36
BEVFRU2,B-1624,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-06-10,21,21,0,in-store,2025-08-25 16:10:36
BEVFRU3,B-1375,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-05-26,36,36,0,in-store,2025-08-25 16:10:36
BEVFRU4,B-1851,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-08-18,37,37,0,in-store,2025-08-25 16:10:36
BEVFRU5,B-6163,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2026-09-17,13,13,0,in-store,2025-08-25 16:10:36
BEVFRU5,B-3528,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-04-12,2,2,0,in-store,2025-08-25 16:10:36
BEVFRU6,B-5611,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-03-27,31,31,0,in-store,2025-08-25 16:10:36
BEVFRU7,B-2536,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-03-11,28,28,0,in-store,2025-08-25 16:10:36
BEVFRU8,B-4526,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2027-05-30,22,22,0,in-store,2025-08-25 16:10:36
BEVFRU9,B-9957,BEVERAGES,Fruit-based Soft Drinks,2025-08-19,2026-12-21,16,16,0,in-store,2025-08-25 16:10:36
BEVFRU9,B-2580,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-04-18,4,4,0,in-store,2025-08-25 16:10:36
BEVFRU10,B-8173,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-10-27,43,43,0,in-store,2025-08-25 16:10:36
BEVFRU11,B-9011,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-06-02,17,17,0,in-store,2025-08-25 16:10:36
BEVFRU12,B-1815,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-08-14,35,35,0,in-store,2025-08-25 16:10:36
BEVFRU12,B-9030,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2028-06-29,5,5,0,in-store,2025-08-25 16:10:36
BEVFRU13,B-2280,BEVERAGES,Fruit-based Soft Drinks,2025-08-21,2027-08-19,8,8,0,in-store,2025-08-25 16:10:36
BEVFRU13,B-3421,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2028-06-27,29,29,0,in-store,2025-08-25 16:10:36
BEVFRU14,B-7365,BEVERAGES,Fruit-based Soft Drinks,2025-08-21,2027-02-19,7,7,0,in-store,2025-08-25 16:10:36
BEVFRU14,B-9742,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2028-04-01,25,25,0,in-store,2025-08-25 16:10:36
BEVFRU15,B-6779,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-06-15,19,19,0,in-store,2025-08-25 16:10:36
BEVFRU16,B-9392,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-08-27,32,32,0,in-store,2025-08-25 16:10:36
BEVFRU17,B-3463,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-08-04,27,27,0,in-store,2025-08-25 16:10:36
BEVFRU18,B-2777,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-04-09,34,34,0,in-store,2025-08-25 16:10:36
BEVFRU19,B-1954,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2026-12-11,22,22,0,in-store,2025-08-25 16:10:36
BEVFRU20,B-7447,BEVERAGES,Fruit-based Soft Drinks,2025-08-21,2027-04-23,6,6,0,in-store,2025-08-25 16:10:36
BEVFRU20,B-6759,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-03-06,11,11,0,in-store,2025-08-25 16:10:36
BEVFRU21,B-7558,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-02-12,13,13,0,in-store,2025-08-25 16:10:36
BEVFRU22,B-5270,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-10-30,20,20,0,in-store,2025-08-25 16:10:36
BEVFRU23,B-3758,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-04-14,38,38,0,in-store,2025-08-25 16:10:36
BEVFRU24,B-9316,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-08-09,35,35,0,in-store,2025-08-25 16:10:36
BEVFRU25,B-1247,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2026-10-01,29,29,0,in-store,2025-08-25 16:10:36
BEVFRU26,B-5192,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2027-01-12,40,40,0,in-store,2025-08-25 16:10:36
BEVFRU27,B-8155,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2027-08-13,34,34,0,in-store,2025-08-25 16:10:36
BEVFRU28,B-5630,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-08-14,38,38,0,in-store,2025-08-25 16:10:36
BEVFRU29,B-5879,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-06-25,29,29,0,in-store,2025-08-25 16:10:36
BEVFRU30,B-8842,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-09-30,11,11,0,in-store,2025-08-25 16:10:36
BEVFRU31,B-3851,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-04-22,26,26,0,in-store,2025-08-25 16:10:36
BEVFRU32,B-8886,BEVERAGES,Fruit-based Soft Drinks,2025-08-19,2027-05-08,7,7,0,in-store,2025-08-25 16:10:36
BEVFRU32,B-9322,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2028-03-29,23,23,0,in-store,2025-08-25 16:10:36
BEVFRU33,B-3103,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-01-19,18,18,0,in-store,2025-08-25 16:10:36
BEVFRU34,B-9878,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-06-18,11,11,0,in-store,2025-08-25 16:10:36
BEVFRU35,B-5062,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-08-25,11,11,0,in-store,2025-08-25 16:10:36
BEVFRU36,B-2401,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-06-18,38,38,0,in-store,2025-08-25 16:10:36
BEVFRU37,B-1964,BEVERAGES,Fruit-based Soft Drinks,2025-08-19,2027-01-23,9,9,0,in-store,2025-08-25 16:10:36
BEVFRU37,B-1987,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2028-01-19,10,10,0,in-store,2025-08-25 16:10:36
BEVFRU38,B-5966,BEVERAGES,Fruit-based Soft Drinks,2025-08-19,2026-10-17,3,3,0,in-store,2025-08-25 16:10:36
BEVFRU38,B-8719,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2028-07-31,13,13,0,in-store,2025-08-25 16:10:36
BEVFRU39,B-3879,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2027-02-11,40,40,0,in-store,2025-08-25 16:10:36
BEVFRU40,B-6734,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-10-15,30,30,0,in-store,2025-08-25 16:10:36
BEVFRU41,B-4977,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-11-08,29,29,0,in-store,2025-08-25 16:10:36
BEVFRU42,B-5612,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2027-01-19,39,39,0,in-store,2025-08-25 16:10:36
BEVFRU43,B-1555,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-06-07,12,12,0,in-store,2025-08-25 16:10:36
BEVFRU44,B-1117,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-05-31,30,30,0,in-store,2025-08-25 16:10:36
BEVFRU45,B-6236,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-04-09,36,36,0,in-store,2025-08-25 16:10:36
BEVFRU46,B-7230,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2026-09-18,29,29,0,in-store,2025-08-25 16:10:36
BEVFRU47,B-6515,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-05-06,28,28,0,in-store,2025-08-25 16:10:36
BEVFRU48,B-3993,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2027-08-15,29,29,0,in-store,2025-08-25 16:10:36
BEVFRU49,B-4440,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2026-10-16,21,21,0,in-store,2025-08-25 16:10:36
BEVFRU50,B-2074,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-04-11,25,25,0,in-store,2025-08-25 16:10:36
BEVFRU51,B-1866,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-09-28,20,20,0,in-store,2025-08-25 16:10:36
BEVFRU52,B-5183,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-03-05,9,9,0,in-store,2025-08-25 16:10:36
BEVFRU52,B-1590,BEVERAGES,Fruit-based Soft Drinks,2025-08-23,2027-09-23,4,4,0,in-store,2025-08-25 16:10:36
BEVFRU53,B-8354,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-02-17,22,22,0,in-store,2025-08-25 16:10:36
BEVFRU54,B-7133,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-05-15,45,45,0,in-store,2025-08-25 16:10:36
BEVFRU55,B-9356,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-06-11,9,9,0,in-store,2025-08-25 16:10:36
BEVFRU55,B-4327,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-02-21,9,9,0,in-store,2025-08-25 16:10:36
BEVFRU56,B-5572,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-01-07,11,11,0,in-store,2025-08-25 16:10:36
BEVFRU57,B-2210,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-07-07,7,7,0,in-store,2025-08-25 16:10:36
BEVFRU57,B-7846,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-03-08,7,7,0,in-store,2025-08-25 16:10:36
BEVFRU58,B-9233,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-08-06,27,27,0,in-store,2025-08-25 16:10:36
BEVFRU59,B-7437,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-01-26,24,24,0,in-store,2025-08-25 16:10:36
BEVCOL1,B-7202,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-06-14,30,30,0,in-store,2025-08-25 16:10:36
BEVCOL2,B-2767,BEVERAGES,Cola Soft Drinks,2025-08-21,2027-03-08,1,1,0,in-store,2025-08-25 16:10:36
BEVCOL2,B-4944,BEVERAGES,Cola Soft Drinks,2025-08-24,2028-08-22,14,14,0,in-store,2025-08-25 16:10:36
BEVCOL3,B-5692,BEVERAGES,Cola Soft Drinks,2025-08-19,2027-05-28,16,16,0,in-store,2025-08-25 16:10:36
BEVCOL3,B-8044,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-06-02,1,1,0,in-store,2025-08-25 16:10:36
BEVCOL4,B-5003,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-07-05,33,33,0,in-store,2025-08-25 16:10:36
BEVCOL5,B-4130,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-01-13,20,20,0,in-store,2025-08-25 16:10:36
BEVCOL6,B-9658,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-02-26,25,25,0,in-store,2025-08-25 16:10:36
BEVCOL7,B-4692,BEVERAGES,Cola Soft Drinks,2025-08-21,2027-03-01,17,17,0,in-store,2025-08-25 16:10:36
BEVCOL7,B-7026,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-02-25,19,19,0,in-store,2025-08-25 16:10:36
BEVCOL8,B-3252,BEVERAGES,Cola Soft Drinks,2025-08-23,2027-01-17,28,28,0,in-store,2025-08-25 16:10:36
BEVCOL9,B-8525,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-04-12,17,17,0,in-store,2025-08-25 16:10:36
BEVCOL10,B-9939,BEVERAGES,Cola Soft Drinks,2025-08-23,2027-03-30,25,25,0,in-store,2025-08-25 16:10:36
BEVCOL11,B-4148,BEVERAGES,Cola Soft Drinks,2025-08-19,2027-01-26,4,4,0,in-store,2025-08-25 16:10:36
BEVCOL11,B-9907,BEVERAGES,Cola Soft Drinks,2025-08-23,2028-02-20,24,24,0,in-store,2025-08-25 16:10:36
BEVCOL12,B-5496,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-01-10,23,23,0,in-store,2025-08-25 16:10:36
BEVCOL13,B-7257,BEVERAGES,Cola Soft Drinks,2025-08-25,2026-11-30,21,21,0,in-store,2025-08-25 16:10:36
BEVCOL14,B-8188,BEVERAGES,Cola Soft Drinks,2025-08-23,2027-04-03,33,33,0,in-store,2025-08-25 16:10:36
BEVCOL15,B-9303,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-07-30,33,33,0,in-store,2025-08-25 16:10:36
BEVCOL16,B-5181,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-01-25,25,25,0,in-store,2025-08-25 16:10:36
BEVCOL17,B-1167,BEVERAGES,Cola Soft Drinks,2025-08-19,2026-09-24,12,12,0,in-store,2025-08-25 16:10:36
BEVCOL17,B-8048,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-08-18,11,11,0,in-store,2025-08-25 16:10:36
BEVCOL18,B-8280,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-03-12,23,23,0,in-store,2025-08-25 16:10:36
BEVCOL19,B-5053,BEVERAGES,Cola Soft Drinks,2025-08-19,2027-02-28,15,15,0,in-store,2025-08-25 16:10:36
BEVCOL19,B-5264,BEVERAGES,Cola Soft Drinks,2025-08-24,2028-08-22,24,24,0,in-store,2025-08-25 16:10:36
BEVCOL20,B-7179,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-07-28,15,15,0,in-store,2025-08-25 16:10:36
BEVCOL21,B-6610,BEVERAGES,Cola Soft Drinks,2025-08-24,2026-10-22,13,13,0,in-store,2025-08-25 16:10:36
BEVCOL22,B-3857,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-04-08,26,26,0,in-store,2025-08-25 16:10:36
BEVCOL23,B-8479,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-08-03,12,12,0,in-store,2025-08-25 16:10:36
BEVCOL24,B-5377,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-01-29,28,28,0,in-store,2025-08-25 16:10:36
BEVCOL25,B-7406,BEVERAGES,Cola Soft Drinks,2025-08-23,2027-08-23,25,25,0,in-store,2025-08-25 16:10:36
BEVCOL26,B-2433,BEVERAGES,Cola Soft Drinks,2025-08-20,2027-04-29,14,14,0,in-store,2025-08-25 16:10:36
BEVCOL26,B-2856,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-04-01,2,2,0,in-store,2025-08-25 16:10:36
BEVCOL27,B-5963,BEVERAGES,Cola Soft Drinks,2025-08-21,2027-07-25,6,6,0,in-store,2025-08-25 16:10:36
BEVCOL27,B-2495,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-03-03,24,24,0,in-store,2025-08-25 16:10:36
BEVCOL28,B-2867,BEVERAGES,Cola Soft Drinks,2025-08-19,2027-05-13,5,5,0,in-store,2025-08-25 16:10:36
BEVCOL28,B-9134,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-10-08,12,12,0,in-store,2025-08-25 16:10:36
BEVCOL29,B-6080,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-01-19,33,33,0,in-store,2025-08-25 16:10:36
BEVCOL30,B-5617,BEVERAGES,Cola Soft Drinks,2025-08-21,2027-03-17,28,28,0,in-store,2025-08-25 16:10:36
BEVCOL30,B-2685,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-09-23,11,11,0,in-store,2025-08-25 16:10:36
BEVCOL31,B-2571,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-01-10,21,21,0,in-store,2025-08-25 16:10:36
BEVCOL32,B-1389,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-01-06,19,19,0,in-store,2025-08-25 16:10:36
BEVCOL33,B-3504,BEVERAGES,Cola Soft Drinks,2025-08-24,2026-11-11,25,25,0,in-store,2025-08-25 16:10:36
BEVCOL34,B-2276,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-03-21,24,24,0,in-store,2025-08-25 16:10:36
BEVCOL35,B-5225,BEVERAGES,Cola Soft Drinks,2025-08-23,2027-01-15,13,13,0,in-store,2025-08-25 16:10:36
BEVCOL36,B-2352,BEVERAGES,Cola Soft Drinks,2025-08-24,2026-09-07,28,28,0,in-store,2025-08-25 16:10:36
BEVCOL37,B-5964,BEVERAGES,Cola Soft Drinks,2025-08-24,2026-11-17,22,22,0,in-store,2025-08-25 16:10:36
BEVICE1,B-1120,BEVERAGES,Iced Tea,2025-08-25,2026-11-21,32,32,0,in-store,2025-08-25 16:10:36
BEVICE2,B-5407,BEVERAGES,Iced Tea,2025-08-25,2026-12-31,39,39,0,in-store,2025-08-25 16:10:36
BEVICE3,B-5240,BEVERAGES,Iced Tea,2025-08-25,2027-01-09,31,31,0,in-store,2025-08-25 16:10:36
BEVICE4,B-1754,BEVERAGES,Iced Tea,2025-08-24,2026-10-12,14,14,0,in-store,2025-08-25 16:10:36
BEVICE5,B-7090,BEVERAGES,Iced Tea,2025-08-23,2027-03-15,37,37,0,in-store,2025-08-25 16:10:36
BEVICE6,B-7115,BEVERAGES,Iced Tea,2025-08-21,2026-12-06,2,2,0,in-store,2025-08-25 16:10:36
BEVICE6,B-3049,BEVERAGES,Iced Tea,2025-08-23,2028-01-15,16,16,0,in-store,2025-08-25 16:10:36
BEVICE7,B-3837,BEVERAGES,Iced Tea,2025-08-25,2026-12-22,21,21,0,in-store,2025-08-25 16:10:36
BEVICE8,B-3266,BEVERAGES,Iced Tea,2025-08-20,2027-07-20,21,21,0,in-store,2025-08-25 16:10:36
BEVICE8,B-7326,BEVERAGES,Iced Tea,2025-08-24,2028-08-01,15,15,0,in-store,2025-08-25 16:10:36
BEVICE9,B-7503,BEVERAGES,Iced Tea,2025-08-25,2026-09-19,17,17,0,in-store,2025-08-25 16:10:36
BEVICE10,B-9399,BEVERAGES,Iced Tea,2025-08-19,2026-09-14,8,8,0,in-store,2025-08-25 16:10:36
BEVICE10,B-6503,BEVERAGES,Iced Tea,2025-08-25,2028-02-26,28,28,0,in-store,2025-08-25 16:10:36
BEVICE11,B-4426,BEVERAGES,Iced Tea,2025-08-23,2027-05-04,35,35,0,in-store,2025-08-25 16:10:36
BEVICE12,B-9899,BEVERAGES,Iced Tea,2025-08-23,2027-08-08,17,17,0,in-store,2025-08-25 16:10:36
BEVICE13,B-9121,BEVERAGES,Iced Tea,2025-08-23,2027-04-12,37,37,0,in-store,2025-08-25 16:10:36
BEVICE14,B-8885,BEVERAGES,Iced Tea,2025-08-24,2027-07-17,32,32,0,in-store,2025-08-25 16:10:36
BEVICE15,B-2808,BEVERAGES,Iced Tea,2025-08-25,2026-09-03,27,27,0,in-store,2025-08-25 16:10:36
BEVICE16,B-5678,BEVERAGES,Iced Tea,2025-08-23,2026-11-13,28,28,0,in-store,2025-08-25 16:10:36
BEVICE17,B-5328,BEVERAGES,Iced Tea,2025-08-20,2027-06-20,7,7,0,in-store,2025-08-25 16:10:36
