shelf_id,batch_code,item_category,item_subcategory,received_date,expiry_date,batch_quantity_total,batch_quantity_store,batch_quantity_warehouse,location,time_stamp
BEVWAT19,B-9395,BEVERAGES,Water,2025-08-26,2026-12-05,211,0,211,warehouse,2025-08-26 15:56:15
BEVWAT20,B-5238,BEVERAGES,Water,2025-08-26,2026-08-27,404,0,404,warehouse,2025-08-26 15:56:15
BEVWAT21,B-3873,BEVERAGES,Water,2025-08-21,2027-05-08,373,0,373,warehouse,2025-08-26 15:56:15
BEVWAT21,B-5587,BEVERAGES,Water,2025-08-26,2028-05-01,13,0,13,warehouse,2025-08-26 15:56:15
BEVWAT22,B-3179,BEVERAGES,Water,2025-08-25,2026-12-11,480,0,480,warehouse,2025-08-26 15:56:15
BEVWAT23,B-2831,BEVERAGES,Water,2025-08-20,2027-07-25,288,0,288,warehouse,2025-08-26 15:56:15
BEVWAT23,B-1526,BEVERAGES,Water,2025-08-24,2028-02-03,18,0,18,warehouse,2025-08-26 15:56:15
BEVWAT24,B-8154,BEVERAGES,Water,2025-08-25,2027-06-14,362,0,362,warehouse,2025-08-26 15:56:15
BEVWAT25,B-9292,BEVERAGES,Water,2025-08-20,2026-12-03,10,0,10,warehouse,2025-08-26 15:56:15
BEVWAT25,B-8447,BEVERAGES,Water,2025-08-25,2028-03-26,177,0,177,warehouse,2025-08-26 15:56:15
BEVWAT26,B-4700,BEVERAGES,Water,2025-08-24,2027-08-08,383,0,383,warehouse,2025-08-26 15:56:15
BEVWAT27,B-4607,BEVERAGES,Water,2025-08-24,2027-08-22,317,0,317,warehouse,2025-08-26 15:56:15
BEVWAT28,B-2418,BEVERAGES,Water,2025-08-20,2026-12-27,7,0,7,warehouse,2025-08-26 15:56:15
BEVWAT28,B-8197,BEVERAGES,Water,2025-08-26,2027-08-26,205,0,205,warehouse,2025-08-26 15:56:15
BEVWAT29,B-8628,BEVERAGES,Water,2025-08-24,2027-02-27,349,0,349,warehouse,2025-08-26 15:56:15
BEVWAT30,B-7109,BEVERAGES,Water,2025-08-24,2026-12-15,333,0,333,warehouse,2025-08-26 15:56:15
BEVWAT31,B-7449,BEVERAGES,Water,2025-08-25,2027-07-29,269,0,269,warehouse,2025-08-26 15:56:15
BEVWAT32,B-6510,BEVERAGES,Water,2025-08-24,2026-08-31,448,0,448,warehouse,2025-08-26 15:56:15
BEVWAT33,B-3910,BEVERAGES,Water,2025-08-26,2026-12-27,186,0,186,warehouse,2025-08-26 15:56:15
BEVWAT34,B-2491,BEVERAGES,Water,2025-08-26,2027-06-11,414,0,414,warehouse,2025-08-26 15:56:15
BEVWAT35,B-3142,BEVERAGES,Water,2025-08-24,2027-03-05,229,0,229,warehouse,2025-08-26 15:56:15
BEVWAT36,B-8132,BEVERAGES,Water,2025-08-20,2027-04-29,6,0,6,warehouse,2025-08-26 15:56:15
BEVWAT36,B-8116,BEVERAGES,Water,2025-08-24,2028-08-14,196,0,196,warehouse,2025-08-26 15:56:15
BEVWAT37,B-7403,BEVERAGES,Water,2025-08-26,2026-11-16,355,0,355,warehouse,2025-08-26 15:56:15
BEVWAT38,B-8946,BEVERAGES,Water,2025-08-25,2027-02-19,364,0,364,warehouse,2025-08-26 15:56:15
BEVWAT39,B-8078,BEVERAGES,Water,2025-08-25,2027-04-02,299,0,299,warehouse,2025-08-26 15:56:15
BEVWAT40,B-3076,BEVERAGES,Water,2025-08-22,2027-05-17,166,0,166,warehouse,2025-08-26 15:56:15
BEVWAT40,B-9617,BEVERAGES,Water,2025-08-24,2028-05-06,11,0,11,warehouse,2025-08-26 15:56:15
BEVWAT41,B-7068,BEVERAGES,Water,2025-08-25,2027-07-07,416,0,416,warehouse,2025-08-26 15:56:15
BEVWAT42,B-2326,BEVERAGES,Water,2025-08-26,2026-12-09,307,0,307,warehouse,2025-08-26 15:56:15
BEVWAT43,B-6297,BEVERAGES,Water,2025-08-21,2027-07-13,91,0,91,warehouse,2025-08-26 15:56:15
BEVWAT43,B-6798,BEVERAGES,Water,2025-08-24,2027-09-25,196,0,196,warehouse,2025-08-26 15:56:15
BEVWAT44,B-7685,BEVERAGES,Water,2025-08-24,2026-11-01,303,0,303,warehouse,2025-08-26 15:56:15
BEVWAT45,B-7324,BEVERAGES,Water,2025-08-25,2026-11-10,361,0,361,warehouse,2025-08-26 15:56:15
BEVWAT46,B-9894,BEVERAGES,Water,2025-08-26,2027-05-30,173,0,173,warehouse,2025-08-26 15:56:15
BEVWAT47,B-1206,BEVERAGES,Water,2025-08-26,2027-05-29,222,0,222,warehouse,2025-08-26 15:56:15
BEVWAT48,B-8519,BEVERAGES,Water,2025-08-25,2027-07-21,367,0,367,warehouse,2025-08-26 15:56:15
BEVWAT49,B-7106,BEVERAGES,Water,2025-08-25,2026-10-10,361,0,361,warehouse,2025-08-26 15:56:15
BEVWAT50,B-1086,BEVERAGES,Water,2025-08-26,2027-03-26,414,0,414,warehouse,2025-08-26 15:56:15
BEVWAT51,B-3757,BEVERAGES,Water,2025-08-25,2027-05-02,359,0,359,warehouse,2025-08-26 15:56:15
BEVWAT52,B-6232,BEVERAGES,Water,2025-08-25,2026-09-13,330,0,330,warehouse,2025-08-26 15:56:15
BEVWAT53,B-7996,BEVERAGES,Water,2025-08-20,2027-01-22,207,0,207,warehouse,2025-08-26 15:56:15
BEVWAT53,B-1652,BEVERAGES,Water,2025-08-25,2028-06-22,162,0,162,warehouse,2025-08-26 15:56:15
BEVFRU1,B-8610,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-10-08,306,0,306,warehouse,2025-08-26 15:56:15
BEVFRU2,B-5326,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-12-16,266,0,266,warehouse,2025-08-26 15:56:15
BEVFRU3,B-4680,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2026-10-22,111,0,111,warehouse,2025-08-26 15:56:15
BEVFRU4,B-3911,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-11-05,248,0,248,warehouse,2025-08-26 15:56:15
BEVFRU5,B-1873,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-09-20,139,0,139,warehouse,2025-08-26 15:56:15
BEVFRU6,B-8810,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-10-23,266,0,266,warehouse,2025-08-26 15:56:15
BEVFRU7,B-2577,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-04-28,187,0,187,warehouse,2025-08-26 15:56:15
BEVFRU8,B-9758,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-10-25,221,0,221,warehouse,2025-08-26 15:56:15
BEVFRU9,B-2848,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-11-29,281,0,281,warehouse,2025-08-26 15:56:15
BEVFRU10,B-7964,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-01-17,228,0,228,warehouse,2025-08-26 15:56:15
BEVFRU11,B-7979,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-10-14,208,0,208,warehouse,2025-08-26 15:56:15
BEVFRU12,B-2494,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-04-28,240,0,240,warehouse,2025-08-26 15:56:15
BEVFRU13,B-2953,BEVERAGES,Fruit-based Soft Drinks,2025-08-22,2027-06-02,8,0,8,warehouse,2025-08-26 15:56:15
BEVFRU13,B-6317,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2028-03-17,266,0,266,warehouse,2025-08-26 15:56:15
BEVFRU14,B-2059,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-03-31,103,0,103,warehouse,2025-08-26 15:56:15
BEVFRU14,B-9184,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2028-06-12,189,0,189,warehouse,2025-08-26 15:56:15
BEVFRU15,B-5367,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-08-05,226,0,226,warehouse,2025-08-26 15:56:15
BEVFRU16,B-6350,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-10-22,162,0,162,warehouse,2025-08-26 15:56:15
BEVFRU17,B-2756,BEVERAGES,Fruit-based Soft Drinks,2025-08-22,2027-01-01,16,0,16,warehouse,2025-08-26 15:56:15
BEVFRU17,B-1794,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2028-02-10,280,0,280,warehouse,2025-08-26 15:56:15
BEVFRU18,B-9498,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2026-10-19,228,0,228,warehouse,2025-08-26 15:56:15
BEVFRU19,B-5192,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-03-14,145,0,145,warehouse,2025-08-26 15:56:15
BEVFRU20,B-9165,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2026-11-30,101,0,101,warehouse,2025-08-26 15:56:15
BEVFRU20,B-6778,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2028-06-14,49,0,49,warehouse,2025-08-26 15:56:15
BEVFRU21,B-8021,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-06-03,237,0,237,warehouse,2025-08-26 15:56:15
BEVFRU22,B-1697,BEVERAGES,Fruit-based Soft Drinks,2025-08-22,2026-12-31,143,0,143,warehouse,2025-08-26 15:56:15
BEVFRU22,B-5138,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-10-09,85,0,85,warehouse,2025-08-26 15:56:15
BEVFRU23,B-7853,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-10-15,180,0,180,warehouse,2025-08-26 15:56:15
BEVFRU24,B-6355,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-08-15,216,0,216,warehouse,2025-08-26 15:56:15
BEVFRU25,B-1923,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-08-07,177,0,177,warehouse,2025-08-26 15:56:15
BEVFRU26,B-7988,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-05-23,26,0,26,warehouse,2025-08-26 15:56:15
BEVFRU26,B-6520,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2028-05-31,235,0,235,warehouse,2025-08-26 15:56:15
BEVFRU27,B-2566,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-01-11,129,0,129,warehouse,2025-08-26 15:56:15
BEVFRU27,B-5450,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-05-27,28,0,28,warehouse,2025-08-26 15:56:15
BEVFRU28,B-4136,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-06-21,142,0,142,warehouse,2025-08-26 15:56:15
BEVFRU29,B-2012,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-01-28,263,0,263,warehouse,2025-08-26 15:56:15
BEVFRU30,B-5125,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-04-05,220,0,220,warehouse,2025-08-26 15:56:15
BEVFRU31,B-8709,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-08-18,351,0,351,warehouse,2025-08-26 15:56:15
BEVFRU32,B-1288,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-04-01,8,0,8,warehouse,2025-08-26 15:56:15
BEVFRU32,B-1298,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-12-31,100,0,100,warehouse,2025-08-26 15:56:15
BEVFRU33,B-4558,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-04-20,286,0,286,warehouse,2025-08-26 15:56:15
BEVFRU34,B-3840,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-02-05,294,0,294,warehouse,2025-08-26 15:56:15
BEVFRU35,B-2404,BEVERAGES,Fruit-based Soft Drinks,2025-08-21,2026-11-13,56,0,56,warehouse,2025-08-26 15:56:15
BEVFRU35,B-6005,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2028-08-23,233,0,233,warehouse,2025-08-26 15:56:15
BEVFRU36,B-1523,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-08-23,154,0,154,warehouse,2025-08-26 15:56:15
BEVFRU37,B-7912,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-12-12,293,0,293,warehouse,2025-08-26 15:56:15
BEVFRU38,B-5221,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2026-11-05,237,0,237,warehouse,2025-08-26 15:56:15
BEVFRU38,B-2561,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2028-04-07,54,0,54,warehouse,2025-08-26 15:56:15
BEVFRU39,B-3760,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-08-25,201,0,201,warehouse,2025-08-26 15:56:15
BEVFRU40,B-8284,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-04-29,198,0,198,warehouse,2025-08-26 15:56:15
BEVFRU41,B-4408,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-05-26,258,0,258,warehouse,2025-08-26 15:56:15
BEVFRU42,B-6294,BEVERAGES,Fruit-based Soft Drinks,2025-08-22,2026-12-09,96,0,96,warehouse,2025-08-26 15:56:15
BEVFRU42,B-3952,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-04-02,184,0,184,warehouse,2025-08-26 15:56:15
BEVFRU43,B-4127,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-09-10,328,0,328,warehouse,2025-08-26 15:56:15
BEVFRU44,B-4528,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2027-06-04,248,0,248,warehouse,2025-08-26 15:56:15
BEVFRU45,B-9262,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-10-26,188,0,188,warehouse,2025-08-26 15:56:15
BEVFRU46,B-2810,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-10-23,151,0,151,warehouse,2025-08-26 15:56:15
BEVFRU47,B-6257,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-01-28,178,0,178,warehouse,2025-08-26 15:56:15
BEVFRU48,B-3463,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2027-02-19,240,0,240,warehouse,2025-08-26 15:56:15
BEVFRU49,B-4730,BEVERAGES,Fruit-based Soft Drinks,2025-08-22,2027-04-16,62,0,62,warehouse,2025-08-26 15:56:15
BEVFRU49,B-7120,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2028-07-12,112,0,112,warehouse,2025-08-26 15:56:15
BEVFRU50,B-7901,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-12-14,192,0,192,warehouse,2025-08-26 15:56:15
BEVFRU51,B-8300,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2026-12-06,253,0,253,warehouse,2025-08-26 15:56:15
BEVFRU52,B-5069,BEVERAGES,Fruit-based Soft Drinks,2025-08-25,2026-11-08,235,0,235,warehouse,2025-08-26 15:56:15
BEVFRU53,B-8901,BEVERAGES,Fruit-based Soft Drinks,2025-08-20,2027-02-27,6,0,6,warehouse,2025-08-26 15:56:15
BEVFRU53,B-7592,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2028-05-21,237,0,237,warehouse,2025-08-26 15:56:15
BEVFRU54,B-1067,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-02-25,250,0,250,warehouse,2025-08-26 15:56:15
BEVFRU55,B-8697,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2026-11-28,155,0,155,warehouse,2025-08-26 15:56:15
BEVFRU56,B-4278,BEVERAGES,Fruit-based Soft Drinks,2025-08-26,2026-08-28,234,0,234,warehouse,2025-08-26 15:56:15
BEVFRU57,B-4593,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2027-06-08,184,0,184,warehouse,2025-08-26 15:56:15
BEVFRU58,B-4421,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-12-09,251,0,251,warehouse,2025-08-26 15:56:15
BEVFRU59,B-2778,BEVERAGES,Fruit-based Soft Drinks,2025-08-24,2026-09-08,258,0,258,warehouse,2025-08-26 15:56:15
BEVCOL1,B-9680,BEVERAGES,Cola Soft Drinks,2025-08-20,2026-10-13,7,0,7,warehouse,2025-08-26 15:56:15
BEVCOL1,B-5493,BEVERAGES,Cola Soft Drinks,2025-08-24,2028-03-05,209,0,209,warehouse,2025-08-26 15:56:15
BEVCOL2,B-6532,BEVERAGES,Cola Soft Drinks,2025-08-26,2027-07-29,210,0,210,warehouse,2025-08-26 15:56:15
BEVCOL3,B-1932,BEVERAGES,Cola Soft Drinks,2025-08-26,2026-10-25,244,0,244,warehouse,2025-08-26 15:56:15
BEVCOL4,B-4950,BEVERAGES,Cola Soft Drinks,2025-08-24,2026-10-23,122,0,122,warehouse,2025-08-26 15:56:15
BEVCOL5,B-4080,BEVERAGES,Cola Soft Drinks,2025-08-20,2027-05-03,31,0,31,warehouse,2025-08-26 15:56:15
BEVCOL5,B-5733,BEVERAGES,Cola Soft Drinks,2025-08-26,2028-04-21,100,0,100,warehouse,2025-08-26 15:56:15
BEVCOL6,B-1298,BEVERAGES,Cola Soft Drinks,2025-08-26,2027-02-03,202,0,202,warehouse,2025-08-26 15:56:15
BEVCOL7,B-4273,BEVERAGES,Cola Soft Drinks,2025-08-20,2026-11-12,164,0,164,warehouse,2025-08-26 15:56:15
BEVCOL7,B-9036,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-12-24,18,0,18,warehouse,2025-08-26 15:56:15
BEVCOL8,B-6932,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-04-11,170,0,170,warehouse,2025-08-26 15:56:15
BEVCOL9,B-1040,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-07-31,316,0,316,warehouse,2025-08-26 15:56:15
BEVCOL10,B-2290,BEVERAGES,Cola Soft Drinks,2025-08-26,2027-03-16,128,0,128,warehouse,2025-08-26 15:56:15
BEVCOL11,B-9704,BEVERAGES,Cola Soft Drinks,2025-08-26,2027-03-12,219,0,219,warehouse,2025-08-26 15:56:15
BEVCOL12,B-5340,BEVERAGES,Cola Soft Drinks,2025-08-26,2026-11-15,228,0,228,warehouse,2025-08-26 15:56:15
BEVCOL13,B-2816,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-07-26,238,0,238,warehouse,2025-08-26 15:56:15
BEVCOL14,B-4973,BEVERAGES,Cola Soft Drinks,2025-08-22,2026-09-20,171,0,171,warehouse,2025-08-26 15:56:15
BEVCOL14,B-8806,BEVERAGES,Cola Soft Drinks,2025-08-24,2028-03-24,204,0,204,warehouse,2025-08-26 15:56:15
BEVCOL15,B-1553,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-01-16,203,0,203,warehouse,2025-08-26 15:56:15
BEVCOL16,B-6151,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-01-05,283,0,283,warehouse,2025-08-26 15:56:15
BEVCOL17,B-1607,BEVERAGES,Cola Soft Drinks,2025-08-24,2026-08-30,192,0,192,warehouse,2025-08-26 15:56:15
BEVCOL18,B-9131,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-08-22,311,0,311,warehouse,2025-08-26 15:56:15
BEVCOL19,B-6547,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-05-27,196,0,196,warehouse,2025-08-26 15:56:15
BEVCOL20,B-5063,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-05-11,252,0,252,warehouse,2025-08-26 15:56:15
BEVCOL21,B-9802,BEVERAGES,Cola Soft Drinks,2025-08-22,2027-08-23,66,0,66,warehouse,2025-08-26 15:56:15
BEVCOL21,B-1170,BEVERAGES,Cola Soft Drinks,2025-08-26,2028-07-04,77,0,77,warehouse,2025-08-26 15:56:15
BEVCOL22,B-9719,BEVERAGES,Cola Soft Drinks,2025-08-26,2027-03-29,121,0,121,warehouse,2025-08-26 15:56:15
BEVCOL23,B-4708,BEVERAGES,Cola Soft Drinks,2025-08-26,2027-08-19,357,0,357,warehouse,2025-08-26 15:56:15
BEVCOL24,B-9597,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-08-25,250,0,250,warehouse,2025-08-26 15:56:15
BEVCOL25,B-4359,BEVERAGES,Cola Soft Drinks,2025-08-20,2027-08-18,46,0,46,warehouse,2025-08-26 15:56:15
BEVCOL25,B-1338,BEVERAGES,Cola Soft Drinks,2025-08-24,2028-05-29,97,0,97,warehouse,2025-08-26 15:56:15
BEVCOL26,B-8105,BEVERAGES,Cola Soft Drinks,2025-08-22,2026-11-25,146,0,146,warehouse,2025-08-26 15:56:15
BEVCOL26,B-7844,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-07-21,105,0,105,warehouse,2025-08-26 15:56:15
BEVCOL27,B-3702,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-04-24,227,0,227,warehouse,2025-08-26 15:56:15
BEVCOL28,B-3681,BEVERAGES,Cola Soft Drinks,2025-08-21,2026-12-18,169,0,169,warehouse,2025-08-26 15:56:15
BEVCOL28,B-5970,BEVERAGES,Cola Soft Drinks,2025-08-24,2028-06-23,118,0,118,warehouse,2025-08-26 15:56:15
BEVCOL29,B-3474,BEVERAGES,Cola Soft Drinks,2025-08-22,2027-04-23,55,0,55,warehouse,2025-08-26 15:56:15
BEVCOL29,B-5820,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-03-30,218,0,218,warehouse,2025-08-26 15:56:15
BEVCOL30,B-4552,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-02-18,202,0,202,warehouse,2025-08-26 15:56:15
BEVCOL31,B-3643,BEVERAGES,Cola Soft Drinks,2025-08-22,2026-12-22,267,0,267,warehouse,2025-08-26 15:56:15
BEVCOL31,B-5115,BEVERAGES,Cola Soft Drinks,2025-08-24,2028-03-18,31,0,31,warehouse,2025-08-26 15:56:15
BEVCOL32,B-9434,BEVERAGES,Cola Soft Drinks,2025-08-21,2026-11-09,48,0,48,warehouse,2025-08-26 15:56:15
BEVCOL32,B-7430,BEVERAGES,Cola Soft Drinks,2025-08-25,2028-06-09,143,0,143,warehouse,2025-08-26 15:56:15
BEVCOL33,B-5882,BEVERAGES,Cola Soft Drinks,2025-08-25,2027-04-30,207,0,207,warehouse,2025-08-26 15:56:15
BEVCOL34,B-6936,BEVERAGES,Cola Soft Drinks,2025-08-26,2027-02-07,267,0,267,warehouse,2025-08-26 15:56:15
BEVCOL35,B-6055,BEVERAGES,Cola Soft Drinks,2025-08-26,2026-10-22,274,0,274,warehouse,2025-08-26 15:56:15
BEVCOL36,B-4328,BEVERAGES,Cola Soft Drinks,2025-08-24,2027-08-05,137,0,137,warehouse,2025-08-26 15:56:15
BEVCOL37,B-7331,BEVERAGES,Cola Soft Drinks,2025-08-22,2026-10-28,290,0,290,warehouse,2025-08-26 15:56:15
BEVCOL37,B-6798,BEVERAGES,Cola Soft Drinks,2025-08-26,2028-05-17,26,0,26,warehouse,2025-08-26 15:56:15
BEVICE1,B-6688,BEVERAGES,Iced Tea,2025-08-24,2026-10-15,198,0,198,warehouse,2025-08-26 15:56:15
BEVICE2,B-3384,BEVERAGES,Iced Tea,2025-08-25,2026-09-01,184,0,184,warehouse,2025-08-26 15:56:15
BEVICE3,B-6352,BEVERAGES,Iced Tea,2025-08-20,2027-08-14,119,0,119,warehouse,2025-08-26 15:56:15
BEVICE3,B-1589,BEVERAGES,Iced Tea,2025-08-26,2028-03-22,50,0,50,warehouse,2025-08-26 15:56:15
BEVICE4,B-9531,BEVERAGES,Iced Tea,2025-08-25,2026-08-26,177,0,177,warehouse,2025-08-26 15:56:15
BEVICE5,B-4318,BEVERAGES,Iced Tea,2025-08-21,2026-10-29,101,0,101,warehouse,2025-08-26 15:56:15
BEVICE5,B-5932,BEVERAGES,Iced Tea,2025-08-26,2028-05-17,176,0,176,warehouse,2025-08-26 15:56:15
BEVICE6,B-5887,BEVERAGES,Iced Tea,2025-08-24,2026-11-10,268,0,268,warehouse,2025-08-26 15:56:15
BEVICE7,B-3000,BEVERAGES,Iced Tea,2025-08-26,2027-04-10,176,0,176,warehouse,2025-08-26 15:56:15
BEVICE8,B-6976,BEVERAGES,Iced Tea,2025-08-22,2026-10-26,212,0,212,warehouse,2025-08-26 15:56:15
BEVICE8,B-6787,BEVERAGES,Iced Tea,2025-08-26,2027-09-22,108,0,108,warehouse,2025-08-26 15:56:15
BEVICE9,B-3920,BEVERAGES,Iced Tea,2025-08-21,2026-12-01,83,0,83,warehouse,2025-08-26 15:56:15
BEVICE9,B-1107,BEVERAGES,Iced Tea,2025-08-25,2028-04-18,210,0,210,warehouse,2025-08-26 15:56:15
BEVICE10,B-7736,BEVERAGES,Iced Tea,2025-08-20,2027-07-24,230,0,230,warehouse,2025-08-26 15:56:15
BEVICE10,B-5839,BEVERAGES,Iced Tea,2025-08-26,2027-12-21,34,0,34,warehouse,2025-08-26 15:56:15
BEVICE11,B-6971,BEVERAGES,Iced Tea,2025-08-24,2027-02-27,215,0,215,warehouse,2025-08-26 15:56:15
BEVICE12,B-3080,BEVERAGES,Iced Tea,2025-08-22,2027-07-30,101,0,101,warehouse,2025-08-26 15:56:15
BEVICE12,B-2575,BEVERAGES,Iced Tea,2025-08-25,2028-08-12,188,0,188,warehouse,2025-08-26 15:56:15
