shelf_id,discount_date,discount
FISSMO1142,2025-01-02,0.2051
BEVCOL0021,2025-01-03,0.3169
BEVENE0035,2025-01-03,0.2
BEVJUI0044,2025-01-03,0.1
BEVJUI0046,2025-01-03,0.2326
SPIALC0059,2025-01-03,0.1
SPIGRA0067,2025-01-03,0.2061
SPICOG0070,2025-01-03,0.1632
SPIETH0084,2025-01-03,0.2888
BEESTA0085,2025-01-03,0.15
BEESTA0090,2025-01-03,0.1
BEEPRE0101,2025-01-03,0.0537
BEEFLA0112,2025-01-03,0.1909
WINWHI0128,2025-01-03,0.2894
WINWHI0129,2025-01-03,0.0814
WINWHI0130,2025-01-03,0.1727
WINRED0143,2025-01-03,0.1457
WINRED0144,2025-01-03,0.3097
WINRED0149,2025-01-03,0.2
WINRED0151,2025-01-03,0.109
WINRED0152,2025-01-03,0.15
WINSPA0172,2025-01-03,0.2243
WINSPA0181,2025-01-03,0.1518
LONLON0185,2025-01-03,0.2
LONPLA0196,2025-01-03,0.1
LONPLA0197,2025-01-03,0.1
LONCON0204,2025-01-03,0.1231
HOUTIS0208,2025-01-03,0.25
HOUNAP0212,2025-01-03,0.2
HOUPAP0226,2025-01-03,0.2
BATLIQ0253,2025-01-03,0.1682
BATTOO0259,2025-01-03,0.1
BATCON0298,2025-01-03,0.2
BATDEO0309,2025-01-03,0.25
BATDEO0310,2025-01-03,0.1
BATDEO0313,2025-01-03,0.1903
BATBAT0325,2025-01-03,0.2
BATBAT0327,2025-01-03,0.345
BATFAC0344,2025-01-03,0.1685
BATACE0351,2025-01-03,0.1684
BATRAZ0356,2025-01-03,0.15
LAUPOW0386,2025-01-03,0.1
LAUBLE0402,2025-01-03,0.25
HOUDIS0409,2025-01-03,0.0893
HOUDIS0412,2025-01-03,0.1
HOUIRO0423,2025-01-03,0.25
HOUAIR0433,2025-01-03,0.2
HOUGLA0445,2025-01-03,0.3385
HOUINS0449,2025-01-03,0.3212
HOUGLO0454,2025-01-03,0.15
HOUSPO0456,2025-01-03,0.3238
BABPAS0472,2025-01-03,0.1113
BABHOM0492,2025-01-03,0.1
BABCAR0494,2025-01-03,0.0569
FRUAPP0499,2025-01-03,0.2044
FRUAPP0500,2025-01-03,0.2
FRUSPR0517,2025-01-03,0.2
FRUEGG0525,2025-01-03,0.25
FRUREA0540,2025-01-03,0.15
FRUREA0545,2025-01-03,0.2677
FRUSOU0551,2025-01-03,0.1
FRULEA0554,2025-01-03,0.1758
LONCAN0557,2025-01-03,0.2
LONDRI0564,2025-01-03,0.2725
LONOTH0570,2025-01-03,0.0948
LONDRI0577,2025-01-03,0.25
LONSEE0581,2025-01-03,0.2
SWESNA0592,2025-01-03,0.2
SWEREA0599,2025-01-03,0.15
SWECOO0608,2025-01-03,0.25
SWECOO0609,2025-01-03,0.3365
SWECOO0610,2025-01-03,0.25
SWESNA0632,2025-01-03,0.2693
SWECOC0655,2025-01-03,0.2
SWECHO0663,2025-01-03,0.3306
SWECHO0668,2025-01-03,0.2
SWEJAM0693,2025-01-03,0.221
SWEJAM0695,2025-01-03,0.2
FLOFLO0703,2025-01-03,0.25
FLOFLO0704,2025-01-03,0.1
FLOYEA0713,2025-01-03,0.08
FLOSAL0715,2025-01-03,0.25
PASSPE0726,2025-01-03,0.2
PASCER0729,2025-01-03,0.2
PASPAS0743,2025-01-03,0.25
PASPAS0745,2025-01-03,0.1
PASSOU0757,2025-01-03,0.2849
PASSTO0762,2025-01-03,0.1
PASSTO0764,2025-01-03,0.1
GLUCOO0771,2025-01-03,0.25
GLUCOO0773,2025-01-03,0.1
GLURIC0774,2025-01-03,0.1136
GLUSAV0775,2025-01-03,0.25
BREBRE0782,2025-01-03,0.25
BRERIC0790,2025-01-03,0.3077
BREPAC0794,2025-01-03,0.1
BREPAC0795,2025-01-03,0.2
BREPAC0798,2025-01-03,0.15
BREPAC0800,2025-01-03,0.15
HOTGRO0814,2025-01-03,0.2658
HOTCOF0819,2025-01-03,0.2
HOTCOF0820,2025-01-03,0.15
HOTDEC0839,2025-01-03,0.25
HOTOTH0848,2025-01-03,0.2
SAUKET0854,2025-01-03,0.15
SAUMUS0856,2025-01-03,0.2
PASTOM0883,2025-01-03,0.1724
SPISPI0885,2025-01-03,0.3135
SPIFLA0891,2025-01-03,0.25
VINWHI0895,2025-01-03,0.2
VINBAL0896,2025-01-03,0.15
VINVIN0899,2025-01-03,0.2201
SAVCHI0921,2025-01-03,0.1631
SAVPOP0922,2025-01-03,0.3438
PETWET0929,2025-01-03,0.15
PETWET0932,2025-01-03,0.25
PETDRY0936,2025-01-03,0.2
PETDRY0937,2025-01-03,0.1
PETCAT0941,2025-01-03,0.2305
PETWET0948,2025-01-03,0.15
PETWET0949,2025-01-03,0.2775
PETWET0950,2025-01-03,0.25
PETDRY0951,2025-01-03,0.15
PETDRY0953,2025-01-03,0.1099
CANPEE0961,2025-01-03,0.0989
CANOTH0970,2025-01-03,0.2
CANSWE0982,2025-01-03,0.1
CANOLI0986,2025-01-03,0.25
CANCON0990,2025-01-03,0.25
CANCAP0992,2025-01-03,0.2554
CANDRI0993,2025-01-03,0.2548
CANTUN1008,2025-01-03,0.2731
REFYOG1021,2025-01-03,0.25
REFYOG1023,2025-01-03,0.2
REFCHE1057,2025-01-03,0.27
REFPIE1061,2025-01-03,0.15
FROFRO1069,2025-01-03,0.3163
MEABEE1102,2025-01-03,0.1637
MEABEE1104,2025-01-03,0.1
MEAPOR1109,2025-01-03,0.1
MEACHI1110,2025-01-03,0.0782
MEACHI1113,2025-01-03,0.1035
MEACOL1124,2025-01-03,0.1
MEACOL1127,2025-01-03,0.15
FISFRE1133,2025-01-03,0.25
FISFRE1137,2025-01-03,0.25
FISSHE1138,2025-01-03,0.2533
FISSHE1140,2025-01-03,0.15
FISSMO1142,2025-01-03,0.2051
BEVFRU0011,2025-01-04,0.2
BEVCOL0021,2025-01-04,0.3169
BEVJUI0046,2025-01-04,0.2326
BEVSYR0052,2025-01-04,0.25
SPILIQ0063,2025-01-04,0.2
SPIGRA0065,2025-01-04,0.2
SPIGRA0067,2025-01-04,0.2061
SPIGRA0068,2025-01-04,0.15
SPICOG0070,2025-01-04,0.1632
SPIETH0084,2025-01-04,0.2888
BEESTA0091,2025-01-04,0.1
BEESTA0092,2025-01-04,0.1
BEEPRE0097,2025-01-04,0.1
BEEPRE0101,2025-01-04,0.0537
BEEFLA0112,2025-01-04,0.1909
WINWHI0122,2025-01-04,0.25
WINWHI0123,2025-01-04,0.25
WINWHI0128,2025-01-04,0.2894
WINWHI0129,2025-01-04,0.0814
WINWHI0130,2025-01-04,0.1727
WINSPA0138,2025-01-04,0.25
WINRED0143,2025-01-04,0.1457
WINRED0144,2025-01-04,0.3097
WINRED0147,2025-01-04,0.15
WINRED0151,2025-01-04,0.109
WINSPA0165,2025-01-04,0.15
WINSPA0169,2025-01-04,0.15
WINSPA0172,2025-01-04,0.2243
WINSPA0179,2025-01-04,0.1
WINSPA0180,2025-01-04,0.1
WINSPA0181,2025-01-04,0.1518
LONPLA0199,2025-01-04,0.25
LONCON0204,2025-01-04,0.1231
HOUPAP0207,2025-01-04,0.15
HOUNAP0212,2025-01-04,0.1
HOUFRE0222,2025-01-04,0.25
HOUPAP0226,2025-01-04,0.2
BATSAN0235,2025-01-04,0.1
BATCOT0245,2025-01-04,0.2
BATBAR0250,2025-01-04,0.2
BATLIQ0253,2025-01-04,0.1682
BATMOU0268,2025-01-04,0.1
BATTOO0272,2025-01-04,0.1
BATHAI0303,2025-01-04,0.15
BATDEO0313,2025-01-04,0.1903
BATDEO0317,2025-01-04,0.15
BATBAT0324,2025-01-04,0.1
BATBAT0327,2025-01-04,0.345
BATBAT0331,2025-01-04,0.25
BATBOD0338,2025-01-04,0.25
BATFAC0344,2025-01-04,0.1685
BATACE0351,2025-01-04,0.25
BATRAZ0355,2025-01-04,0.25
BATRAZ0360,2025-01-04,0.15
BATRAZ0361,2025-01-04,0.25
BATBAN0371,2025-01-04,0.15
LAUFAB0394,2025-01-04,0.25
LAUSTA0405,2025-01-04,0.1
HOUDIS0409,2025-01-04,0.0893
HOUDIS0420,2025-01-04,0.15
HOUAIR0432,2025-01-04,0.25
HOUGLA0445,2025-01-04,0.3385
HOUINS0449,2025-01-04,0.3212
HOUINS0451,2025-01-04,0.15
HOUSPO0456,2025-01-04,0.3238
BABDIA0467,2025-01-04,0.25
BABPAS0472,2025-01-04,0.1113
BABPAS0473,2025-01-04,0.25
BABPAS0474,2025-01-04,0.1
BABBAB0479,2025-01-04,0.15
BABHOM0481,2025-01-04,0.25
BABCAR0494,2025-01-04,0.0569
FRUAPP0499,2025-01-04,0.2044
FRUTOM0522,2025-01-04,0.2
FRUPEP0524,2025-01-04,0.1
FRUPUM0531,2025-01-04,0.25
FRUREA0545,2025-01-04,0.2677
FRULEA0554,2025-01-04,0.1758
LONDRI0564,2025-01-04,0.2725
LONNUT0567,2025-01-04,0.25
LONOTH0570,2025-01-04,0.0948
SWECOO0604,2025-01-04,0.1
SWECOO0609,2025-01-04,0.3365
SWESNA0632,2025-01-04,0.2693
SWESWE0640,2025-01-04,0.25
SWECAN0647,2025-01-04,0.1
SWECHO0663,2025-01-04,0.3306
SWERUS0681,2025-01-04,0.25
SWEJAM0693,2025-01-04,0.221
FLOFLO0700,2025-01-04,0.15
FLOFLO0701,2025-01-04,0.1
FLOFLO0704,2025-01-04,0.2
FLOYEA0713,2025-01-04,0.08
FLOSAL0716,2025-01-04,0.1
PASRIC0721,2025-01-04,0.1
PASPAS0732,2025-01-04,0.25
PASSOU0757,2025-01-04,0.2849
GLURIC0774,2025-01-04,0.15
BRERIC0788,2025-01-04,0.15
BRERIC0790,2025-01-04,0.3077
BREPAC0793,2025-01-04,0.2
BRECRA0807,2025-01-04,0.15
HOTGRO0814,2025-01-04,0.2658
HOTGRO0817,2025-01-04,0.25
HOTCOF0820,2025-01-04,0.15
HOTCOF0821,2025-01-04,0.25
HOTTEA0835,2025-01-04,0.2
PASTOM0883,2025-01-04,0.1724
SPISPI0885,2025-01-04,0.3135
SPIHER0889,2025-01-04,0.25
SPIFLA0892,2025-01-04,0.15
VINVIN0899,2025-01-04,0.2201
VINOLI0904,2025-01-04,0.2
SAVCHI0921,2025-01-04,0.1631
SAVPOP0922,2025-01-04,0.3438
SAVTOA0925,2025-01-04,0.25
PETCAT0941,2025-01-04,0.2305
PETWET0946,2025-01-04,0.15
PETWET0949,2025-01-04,0.2775
PETDRY0953,2025-01-04,0.1099
CANPEE0961,2025-01-04,0.0989
CANOTH0971,2025-01-04,0.1
CANVEG0980,2025-01-04,0.25
CANOLI0986,2025-01-04,0.25
CANCAP0991,2025-01-04,0.15
CANCAP0992,2025-01-04,0.2554
CANDRI0993,2025-01-04,0.2548
CANCAN0995,2025-01-04,0.2
CANTUN0996,2025-01-04,0.2
CANTUN0998,2025-01-04,0.1
CANTUN1000,2025-01-04,0.25
CANTUN1008,2025-01-04,0.2731
REFCHE1057,2025-01-04,0.27
REFFRE1066,2025-01-04,0.1
FROFRO1069,2025-01-04,0.3163
FROFRO1071,2025-01-04,0.1
FROICE1080,2025-01-04,0.2
FROPIZ1088,2025-01-04,0.15
FROPIZ1092,2025-01-04,0.15
MEABEE1102,2025-01-04,0.2
MEABEE1103,2025-01-04,0.1
MEABEE1104,2025-01-04,0.2
MEACHI1110,2025-01-04,0.0782
MEACHI1113,2025-01-04,0.1035
MEACHI1115,2025-01-04,0.25
MEASAU1118,2025-01-04,0.15
MEACOL1122,2025-01-04,0.2
MEACOL1130,2025-01-04,0.1
FISFRE1136,2025-01-04,0.15
FISSHE1138,2025-01-04,0.2533
FISSHE1139,2025-01-04,0.25
FISSHE1140,2025-01-04,0.2
FISSMO1142,2025-01-04,0.2051
BEVFRU0010,2025-01-05,0.2
BEVFRU0011,2025-01-05,0.2
BEVFRU0014,2025-01-05,0.2
BEVCOL0021,2025-01-05,0.3169
BEVJUI0046,2025-01-05,0.2326
SPILIQ0061,2025-01-05,0.25
SPILIQ0062,2025-01-05,0.1
SPIGRA0065,2025-01-05,0.2
SPIGRA0067,2025-01-05,0.2061
SPIGRA0068,2025-01-05,0.25
SPICOG0070,2025-01-05,0.1632
SPIWHI0072,2025-01-05,0.1
SPIAMA0074,2025-01-05,0.2
SPIETH0084,2025-01-05,0.2888
BEEPRE0101,2025-01-05,0.1
BEEIMP0102,2025-01-05,0.1
BEENON0111,2025-01-05,0.1
BEEFLA0112,2025-01-05,0.1909
WINWHI0116,2025-01-05,0.1
WINWHI0121,2025-01-05,0.2
WINWHI0125,2025-01-05,0.15
WINWHI0126,2025-01-05,0.25
WINWHI0128,2025-01-05,0.2894
WINWHI0129,2025-01-05,0.0814
WINWHI0130,2025-01-05,0.1727
WINSPA0134,2025-01-05,0.25
WINRED0143,2025-01-05,0.1457
WINRED0144,2025-01-05,0.3097
WINRED0151,2025-01-05,0.109
WINRED0155,2025-01-05,0.2
WINRED0158,2025-01-05,0.25
WINSPA0165,2025-01-05,0.15
WINSPA0170,2025-01-05,0.25
WINSPA0172,2025-01-05,0.2243
WINROS0175,2025-01-05,0.2
WINSPA0180,2025-01-05,0.2
WINSPA0181,2025-01-05,0.1518
LONLON0192,2025-01-05,0.15
LONPLA0194,2025-01-05,0.25
LONPLA0196,2025-01-05,0.2
LONPLA0198,2025-01-05,0.1
LONCRE0202,2025-01-05,0.1
LONCON0204,2025-01-05,0.1231
HOUTOO0224,2025-01-05,0.2
HOUPAP0226,2025-01-05,0.15
BATSAN0235,2025-01-05,0.15
BATADU0239,2025-01-05,0.2
BATLIQ0253,2025-01-05,0.1682
BATTOO0263,2025-01-05,0.2
BATSHA0282,2025-01-05,0.2
BATSHA0290,2025-01-05,0.15
BATSHA0291,2025-01-05,0.1
BATCON0297,2025-01-05,0.2
BATHAI0301,2025-01-05,0.15
BATDEO0313,2025-01-05,0.1903
BATBAT0323,2025-01-05,0.1
BATBAT0327,2025-01-05,0.345
BATFAC0344,2025-01-05,0.1685
BATACE0351,2025-01-05,0.1684
BATPRE0352,2025-01-05,0.2
BATRAZ0364,2025-01-05,0.15
BATBAN0371,2025-01-05,0.25
BATTRA0373,2025-01-05,0.15
LAULIQ0377,2025-01-05,0.25
LAULIQ0378,2025-01-05,0.2
LAUPOW0384,2025-01-05,0.15
LAUFAB0394,2025-01-05,0.15
LAUSTA0403,2025-01-05,0.15
HOUBLE0407,2025-01-05,0.15
HOUDIS0409,2025-01-05,0.0893
HOUDIS0417,2025-01-05,0.2
HOUDIS0422,2025-01-05,0.2
HOUBAT0424,2025-01-05,0.1
HOUAIR0430,2025-01-05,0.25
HOUDET0438,2025-01-05,0.15
HOUDET0439,2025-01-05,0.2
HOUGLA0443,2025-01-05,0.2
HOUGLA0445,2025-01-05,0.3385
HOUINS0449,2025-01-05,0.3212
HOUSPO0456,2025-01-05,0.3238
BABDIA0463,2025-01-05,0.2
BABDIA0465,2025-01-05,0.2
BABPAS0472,2025-01-05,0.1113
BABHOM0488,2025-01-05,0.25
BABCAR0494,2025-01-05,0.0569
FRUAPP0499,2025-01-05,0.2044
FRUCHE0502,2025-01-05,0.15
FRUSPR0517,2025-01-05,0.25
FRUORA0535,2025-01-05,0.25
FRUREA0543,2025-01-05,0.25
FRUREA0545,2025-01-05,0.2677
FRUGAR0552,2025-01-05,0.15
FRULEA0554,2025-01-05,0.1758
LONCAN0556,2025-01-05,0.1
LONCAN0557,2025-01-05,0.15
LONDRI0564,2025-01-05,0.2725
LONOTH0570,2025-01-05,0.0948
LONOTH0574,2025-01-05,0.1
SWECOO0605,2025-01-05,0.1
SWECOO0609,2025-01-05,0.3365
SWEIND0618,2025-01-05,0.2
SWEIND0625,2025-01-05,0.1
SWESNA0632,2025-01-05,0.2693
SWECOC0655,2025-01-05,0.1
SWEPUD0656,2025-01-05,0.25
SWESPR0660,2025-01-05,0.15
SWECHO0663,2025-01-05,0.3306
SWERUS0682,2025-01-05,0.15
SWEJAM0693,2025-01-05,0.221
FLOFLO0704,2025-01-05,0.1
FLOYEA0713,2025-01-05,0.08
FLOSAL0716,2025-01-05,0.15
PASRIC0717,2025-01-05,0.15
PASRIC0720,2025-01-05,0.15
PASEGG0747,2025-01-05,0.1
PASEGG0751,2025-01-05,0.15
PASSOU0757,2025-01-05,0.2849
GLURIC0774,2025-01-05,0.1136
BRERIC0790,2025-01-05,0.3077
HOTGRO0814,2025-01-05,0.2658
HOTINS0841,2025-01-05,0.15
SAUKET0855,2025-01-05,0.15
PASREA0872,2025-01-05,0.25
PASREA0873,2025-01-05,0.1
PASTOM0875,2025-01-05,0.1
PASTOM0883,2025-01-05,0.1724
SPISPI0885,2025-01-05,0.3135
VINVIN0899,2025-01-05,0.2201
VINCOR0907,2025-01-05,0.25
VINFRY0911,2025-01-05,0.1
SAVCHI0912,2025-01-05,0.1
SAVCHI0914,2025-01-05,0.25
SAVCHI0921,2025-01-05,0.1631
SAVPOP0922,2025-01-05,0.3438
PETDRY0940,2025-01-05,0.2
PETCAT0941,2025-01-05,0.2305
PETWET0949,2025-01-05,0.2775
PETDRY0953,2025-01-05,0.1099
CANPEE0960,2025-01-05,0.1
CANPEE0961,2025-01-05,0.15
CANCOR0967,2025-01-05,0.1
CANCON0990,2025-01-05,0.1
CANCAP0992,2025-01-05,0.2554
CANDRI0993,2025-01-05,0.2548
CANTUN0999,2025-01-05,0.1
CANTUN1008,2025-01-05,0.2731
REFYOG1026,2025-01-05,0.15
REFCHE1055,2025-01-05,0.1
REFCHE1057,2025-01-05,0.27
FROFRO1069,2025-01-05,0.3163
MEABEE1102,2025-01-05,0.1637
MEACHI1110,2025-01-05,0.0782
MEACHI1111,2025-01-05,0.2
MEACHI1113,2025-01-05,0.1035
MEACOL1126,2025-01-05,0.1
